Site.ID,Tour.ID,AM_n,AM_b,AH_n,AP_n,AP_b,CM,H_n,H_b,H_iso,PP_n,PP_type,Site.name,Latitude,Longitude,Altitude.x,Air.temp,Air.humidity,Soil.temp,Soil.humidity,Pop_size,Tour_ID,Plant_ID,HpA_plant,Albugo,Necrosis,Used_for,Lat,Long,HpA_site,Altitude.y,Notes,,,,
P0092,BNE,2,1,2,2,1,0,2,1,NA,20,1,Eerschot,51.5744,5.46741,3,25.8,41,26.4,0.57,5000,BNE,PA0946,0,NA,NA,M,51.5744,5.46741,1,3,flowering,,,,
P0092,BNE,2,1,2,2,1,0,2,1,NA,20,1,Eerschot,51.5744,5.46741,3,25.8,41,26.4,0.57,5000,BNE,PA0947,0,NA,NA,M,51.5744,5.46741,1,3,flowering,,,,
P0093,BNE,2,1,2,2,1,0,3,1,NA,20,1,Lille,51.2502,4.81116,5,21.3,51.3,20.3,4.57,100,BNE,PA1236,0,0,NA,M,51.2502,4.81116,1,5,flowering,,,,
P0093,BNE,2,1,2,2,1,0,3,1,NA,20,1,Lille,51.2502,4.81116,5,21.3,51.3,20.3,4.57,100,BNE,PA1238,0,0,NA,M,51.2502,4.81116,1,5,flowering,,,,
P0094,BNE,2,1,2,2,1,1,2,1,NA,20,1,Haasdonk,51.16745,4.2268,12,15.4,68.5,14.4,10.84,200,BNE,PC0137,NA,NA,NA,M,51.16745,4.2268,1,12,,,,,
P0094,BNE,2,1,2,2,1,1,2,1,NA,20,1,Haasdonk,51.16745,4.2268,12,15.4,68.5,14.4,10.84,200,BNE,PA1244,NA,NA,NA,M,51.16745,4.2268,1,12,,,,,
P0094,BNE,2,1,2,2,1,1,2,1,NA,20,1,Haasdonk,51.16745,4.2268,12,15.4,68.5,14.4,10.84,200,BNE,PA1243,NA,NA,NA,M,51.16745,4.2268,1,12,,,,,
P0095,BNE,2,1,2,2,1,0,2,1,NA,20,1,Ertvelde,51.16784,3.76163,1,14.8,73.3,15.4,4.7,500,BNE,PA1248,NA,NA,NA,M,51.16784,3.76163,1,1,,,,,
P0095,BNE,2,1,2,2,1,0,2,1,NA,20,1,Ertvelde,51.16784,3.76163,1,14.8,73.3,15.4,4.7,500,BNE,PA1246,NA,NA,NA,M,51.16784,3.76163,1,1,,,,,
P0096,BNE,2,1,2,2,1,1,2,1,NA,20,1,Nazareth,50.93634,3.62578,-2,21.2,54.1,21.9,9.31,2000,BNE,PA1256,NA,NA,NA,M,50.93634,3.62578,1,-2,,,,,
P0096,BNE,2,1,2,2,1,1,2,1,NA,20,1,Nazareth,50.93634,3.62578,-2,21.2,54.1,21.9,9.31,2000,BNE,PA1255,NA,NA,NA,M,50.93634,3.62578,1,-2,,,,,
P0096,BNE,2,1,2,2,1,1,2,1,NA,20,1,Nazareth,50.93634,3.62578,-2,21.2,54.1,21.9,9.31,2000,BNE,PC0157,NA,NA,NA,M,50.93634,3.62578,1,-2,,,,,
P0097,SPC,2,1,0,2,1,1,0,0,NA,20,1,VAE,42.1047,-5.44507,738,8.2,22.4,10,2.01,50,SPC,PA0337,0,0,0,M,42.1047,-5.44507,0,738,"Leaves look healthy, very tiny",,,,
P0097,SPC,2,1,0,2,1,1,0,0,NA,20,1,VAE,42.1047,-5.44507,738,8.2,22.4,10,2.01,50,SPC,PA0339,0,0,0,M,42.1047,-5.44507,0,738,Pooled 5 plants together because there all very tiny,,,,
P0097,SPC,2,1,0,2,1,1,0,0,NA,20,1,VAE,42.1047,-5.44507,738,8.2,22.4,10,2.01,50,SPC,PC0097,0,0,0,M,42.1047,-5.44507,0,738,"Very nice, green plant. Look healthy",,,,
P0098,SPC,2,1,2,2,1,1,0,0,NA,20,1,CHO,40.5131,-3.89824,718,6.3,84.5,6.6,7.21,100,SPC,PC0099,0,0,0,M,40.5131,-3.89824,0,718,,,,,
P0098,SPC,2,1,2,2,1,1,0,0,NA,20,1,CHO,40.5131,-3.89824,718,6.3,84.5,6.6,7.21,100,SPC,PA0353,0,0,0,M,40.5131,-3.89824,0,718,NA,,,,
P0098,SPC,2,1,2,2,1,1,0,0,NA,20,1,CHO,40.5131,-3.89824,718,6.3,84.5,6.6,7.21,100,SPC,PA0356,0,0,0,M,40.5131,-3.89824,0,718,NA,,,,
P0099,SPC,2,1,2,2,1,0,0,0,NA,20,1,NAV,40.41881,-4.64537,750,11,87,11.8,3.88,150,SPC,PA0344,0,0,0,M,40.41881,-4.64537,0,750,Might not be Arabidopsis,,,,
P0099,SPC,2,1,2,2,1,0,0,0,NA,20,1,NAV,40.41881,-4.64537,750,11,87,11.8,3.88,150,SPC,PA0343,0,0,0,M,40.41881,-4.64537,0,750,Might not be Arabidopsis,,,,
P0100,SPC,2,1,2,2,1,0,0,0,NA,20,1,LAM,40.56675,-3.88946,697,9.6,83.4,11.5,7.81,50,SPC,PA0361,0,0,0,M,40.56675,-3.88946,0,697,NA,,,,
P0100,SPC,2,1,2,2,1,0,0,0,NA,20,1,LAM,40.56675,-3.88946,697,9.6,83.4,11.5,7.81,50,SPC,PA0364,0,0,0,M,40.56675,-3.88946,0,697,NA,,,,
P0101,SPC,2,1,2,2,1,1,0,0,NA,20,1,INI,40.45935,-3.75122,602,10.3,95.7,12,20.15,60,SPC,PC0098,0,0,0,M,40.45935,-3.75122,0,602,,,,,
P0101,SPC,2,1,2,2,1,1,0,0,NA,20,1,INI,40.45935,-3.75122,602,10.3,95.7,12,20.15,60,SPC,PA0347,0,0,0,M,40.45935,-3.75122,0,602,NA,,,,
P0101,SPC,2,1,2,2,1,1,0,0,NA,20,1,INI,40.45935,-3.75122,602,10.3,95.7,12,20.15,60,SPC,PA0352,0,0,0,M,40.45935,-3.75122,0,602,NA,,,,
P0102,SPC,2,1,2,2,1,0,0,0,NA,20,4,TOE,40.59248,-3.91508,926,11.1,77.2,14.2,0.92,40,SPC,PA0367,0,0,0,M,40.59248,-3.91508,0,926,NA,,,,
P0102,SPC,2,1,2,2,1,0,0,0,NA,20,4,TOE,40.59248,-3.91508,926,11.1,77.2,14.2,0.92,40,SPC,PA0370,0,0,0,M,40.59248,-3.91508,0,926,NA,,,,
P0103,SPC,2,1,2,2,1,1,0,0,NA,20,1,PIZ,40.60939,-4.11795,962,13.7,57.8,14.3,9.47,30,SPC,PA0373,0,0,0,M,40.60939,-4.11795,0,962,NA,,,,
P0103,SPC,2,1,2,2,1,1,0,0,NA,20,1,PIZ,40.60939,-4.11795,962,13.7,57.8,14.3,9.47,30,SPC,PA0376,0,0,0,M,40.60939,-4.11795,0,962,NA,,,,
P0103,SPC,2,1,2,2,1,1,0,0,NA,20,1,PIZ,40.60939,-4.11795,962,13.7,57.8,14.3,9.47,30,SPC,PC0100,0,0,0,M,40.60939,-4.11795,0,962,,,,,
P0104,SPC,2,1,2,2,1,1,0,0,NA,20,1,EES,40.58862,-4.14671,1088,11.5,71.2,12.5,7.93,20,SPC,PC0101,0,0,0,M,40.58862,-4.14671,0,1088,,,,,
P0104,SPC,2,1,2,2,1,1,0,0,NA,20,1,EES,40.58862,-4.14671,1088,11.5,71.2,12.5,7.93,20,SPC,PA0379,0,1,0,M,40.58862,-4.14671,0,1088,White dots on the abaxial site. Probably Albugo,,,,
P0104,SPC,2,1,2,2,1,1,0,0,NA,20,1,EES,40.58862,-4.14671,1088,11.5,71.2,12.5,7.93,20,SPC,PA0382,0,1,0,M,40.58862,-4.14671,0,1088,Chlorosis and white spots under the leaves. Probabl Albugo,,,,
P0105,SPC,2,1,2,2,1,1,0,0,NA,20,1,LAS,40.56807,-4.15252,1051,6.2,86.2,7.8,11.29,30,SPC,PA0385,0,1,1,M,40.56807,-4.15252,0,1051,Levaes with white dots. No signs of chlorosis or necrosis,,,,
P0105,SPC,2,1,2,2,1,1,0,0,NA,20,1,LAS,40.56807,-4.15252,1051,6.2,86.2,7.8,11.29,30,SPC,PA0388,0,1,0,M,40.56807,-4.15252,0,1051,Chlorosis and white dots under the leaves,,,,
P0105,SPC,2,1,2,2,1,1,0,0,NA,20,1,LAS,40.56807,-4.15252,1051,6.2,86.2,7.8,11.29,30,SPC,PC0102,0,0,0,M,40.56807,-4.15252,0,1051,,,,,
P0106,SPC,2,1,2,2,1,0,0,0,NA,20,1,ZAR,40.55175,-4.19489,1231,5,95,10.5,12.1,20,SPC,PA0394,0,0,0,M,40.55175,-4.19489,0,1231,NA,,,,
P0106,SPC,2,1,2,2,1,0,0,0,NA,20,1,ZAR,40.55175,-4.19489,1231,5,95,10.5,12.1,20,SPC,PA0391,0,0,0,M,40.55175,-4.19489,0,1231,Might be Draba,,,,
P0107,SPC,2,1,2,2,1,1,0,0,NA,20,1,PED,40.73847,-3.89804,1121,6.3,83.2,7.3,14.2,30,SPC,PC0103,0,0,0,M,40.73847,-3.89804,0,1121,NA,,,,
P0107,SPC,2,1,2,2,1,1,0,0,NA,20,1,PED,40.73847,-3.89804,1121,6.3,83.2,7.3,14.2,30,SPC,PA0397,0,0,0,M,40.73847,-3.89804,0,1121,NA,,,,
P0107,SPC,2,1,2,2,1,1,0,0,NA,20,1,PED,40.73847,-3.89804,1121,6.3,83.2,7.3,14.2,30,SPC,PA0400,0,0,0,M,40.73847,-3.89804,0,1121,NA,,,,
P0108,SPC,2,1,2,2,1,0,0,0,NA,20,1,NAC,40.75114,-3.9934,1367,4,67.5,4.8,14.27,100,SPC,PA0403,0,0,0,M,40.75114,-3.9934,0,1367,Chlorotic spots,,,,
P0108,SPC,2,1,2,2,1,0,0,0,NA,20,1,NAC,40.75114,-3.9934,1367,4,67.5,4.8,14.27,100,SPC,PA0406,0,0,0,M,40.75114,-3.9934,0,1367,Chlorotic spots,,,,
P0109,SPC,2,1,2,2,1,0,0,0,NA,20,1,CER,40.73706,-4.0691,1181,6.2,60.7,8.3,16.7,100,SPC,PA0412,0,0,0,M,40.73706,-4.0691,0,1181,NA,,,,
P0109,SPC,2,1,2,2,1,0,0,0,NA,20,1,CER,40.73706,-4.0691,1181,6.2,60.7,8.3,16.7,100,SPC,PA0409,0,0,0,M,40.73706,-4.0691,0,1181,complete plant is purple and very tiny,,,,
P0110,SPC,2,1,2,2,1,1,0,0,NA,20,1,ESP,40.72716,-4.2752,1146,8.8,67.4,19,30.88,200,SPC,PA0418,0,0,0,M,40.72716,-4.2752,0,1146,NA,,,,
P0110,SPC,2,1,2,2,1,1,0,0,NA,20,1,ESP,40.72716,-4.2752,1146,8.8,67.4,19,30.88,200,SPC,PA0415,0,0,0,M,40.72716,-4.2752,0,1146,NA,,,,
P0110,SPC,2,1,2,2,1,1,0,0,NA,20,1,ESP,40.72716,-4.2752,1146,8.8,67.4,19,30.88,200,SPC,PC0104,0,0,0,M,40.72716,-4.2752,0,1146,NA,,,,
P0111,SPC,2,1,2,2,1,1,0,0,NA,20,1,LAB,40.86933,-4.4965,974,10.2,61,12.8,12.57,20,SPC,PC0105,0,0,0,M,40.86933,-4.4965,0,974,NA,,,,
P0111,SPC,2,1,2,2,1,1,0,0,NA,20,1,LAB,40.86933,-4.4965,974,10.2,61,12.8,12.57,20,SPC,PA0421,0,0,0,M,40.86933,-4.4965,0,974,NA,,,,
P0111,SPC,2,1,2,2,1,1,0,0,NA,20,1,LAB,40.86933,-4.4965,974,10.2,61,12.8,12.57,20,SPC,PA0424,0,0,0,M,40.86933,-4.4965,0,974,NA,,,,
P0114,FRS,2,1,0,2,1,1,0,0,NA,20,2,PON,45.75071,4.71562,287,14.4,36,0?,5.3,100,FRS,PA0438,0,0,0,M,45.75071,4.71562,0,287,"Small, green, not flowering",,,,
P0114,FRS,2,1,0,2,1,1,0,0,NA,20,2,PON,45.75071,4.71562,287,14.4,36,0?,5.3,100,FRS,PC0119,0,NA,NA,M,45.75071,4.71562,0,287,"Not flowering, medium",,,,
P0114,FRS,2,1,0,2,1,1,0,0,NA,20,2,PON,45.75071,4.71562,287,14.4,36,0?,5.3,100,FRS,PA0439,0,0,0,M,45.75071,4.71562,0,287,"Small, green, not flowering",,,,
P0115,FRS,1,1,0,1,1,0,0,0,NA,0,0,RAD-11,46.68193,4.08302,320,14,45.7,14.2,8.78,10,FRS,PA0446,0,0,0,M,46.68193,4.08302,0,320,"Medium size, bolting,look purple-ish",,,,
P0116,FRS,2,1,0,2,1,0,0,0,NA,20,1,CIRY-13,46.60396,4.29953,268,12.9,52.7,14,11.36,500,FRS,PA0447,0,0,0,M,46.60396,4.29953,0,268,"Big, flowering, look purple-ish",,,,
P0116,FRS,2,1,0,2,1,0,0,0,NA,20,1,CIRY-13,46.60396,4.29953,268,12.9,52.7,14,11.36,500,FRS,PA0449,0,0,0,M,46.60396,4.29953,0,268,"Big, green, not flowering",,,,
P0117,AAG,1,1,1,1,1,1,0,0,NA,20,1,Vani,42.09429,42.5108,49,17.3,56.8,,,100,AAG,PC0015,0,0,NA,M,42.09429,42.5108,0,49,,,,,
P0117,AAG,1,1,1,1,1,1,0,0,NA,20,1,Vani,42.09429,42.5108,49,17.3,56.8,,,100,AAG,PA0453,0,0,NA,M,42.09429,42.5108,0,49,,,,,
P0118,AAG,1,1,1,1,1,1,0,0,NA,20,1,Khoni,42.32096,42.40599,102,22.7,38.2,21.2,30.95,50,AAG,PA0455,0,0,NA,M,42.32096,42.40599,0,102,,,,,
P0118,AAG,1,1,1,1,1,1,0,0,NA,20,1,Khoni,42.32096,42.40599,102,22.7,38.2,21.2,30.95,50,AAG,PC0016,0,0,NA,M,42.32096,42.40599,0,102,,,,,
P0119,GES,2,1,4,2,1,1,4,1,NA,22,1,Goethe,48.52938,9.05863,357,19.8,49.8,14.1,15.43,500,GES,PA0462,0,0,NA,M,48.52938,9.05863,1,357,flowering,,,,
P0119,GES,2,1,4,2,1,1,4,1,NA,22,1,Goethe,48.52938,9.05863,357,19.8,49.8,14.1,15.43,500,GES,PC0121,0,0,NA,M,48.52938,9.05863,1,357,"flowering, took only part of the plant",,,,
P0119,GES,2,1,4,2,1,1,4,1,NA,22,1,Goethe,48.52938,9.05863,357,19.8,49.8,14.1,15.43,500,GES,PA0460,0,0,NA,M,48.52938,9.05863,1,357,"flowering, but not too advanced",,,,
P0121,ENS,2,1,2,2,1,1,2,1,NA,20,1,Kenilworth,52.3493,-1.58047,72,14.7,68.4,16.3,2.11,1000,ENS,PA0950,NA,NA,NA,M,52.3493,-1.58047,1,72,"Plant small, bolting.",,,,
P0121,ENS,2,1,2,2,1,1,2,1,NA,20,1,Kenilworth,52.3493,-1.58047,72,14.7,68.4,16.3,2.11,1000,ENS,PA0951,NA,NA,1,M,52.3493,-1.58047,1,72,"Plant small, bolting with necrosis and chlorosis",,,,
P0121,ENS,2,1,2,2,1,1,2,1,NA,20,1,Kenilworth,52.3493,-1.58047,72,14.7,68.4,16.3,2.11,1000,ENS,PC0169,NA,NA,NA,M,52.3493,-1.58047,1,72,"Cardamine! small ,flowering",,,,
P0122,ENS,2,1,2,2,1,0,0,0,NA,20,1,Tewkesbury,51.98942,-2.1637,12,NA,38,29.8,12.75,15,ENS,PA0959,NA,NA,NA,M,51.98942,-2.1637,0,12,"small, bolting a bit",,,,
P0122,ENS,2,1,2,2,1,0,0,0,NA,20,1,Tewkesbury,51.98942,-2.1637,12,NA,38,29.8,12.75,15,ENS,PA0958,NA,NA,NA,M,51.98942,-2.1637,0,12,"small, not bolting",,,,
P0123,ENS,2,1,2,2,1,0,0,0,NA,20,1,Batsford,51.99802,-1.73753,182,26.4,44.3,29.1,10,50,ENS,PA0961,NA,NA,NA,M,51.99802,-1.73753,0,182,"bolting, small, healthy",,,,
P0123,ENS,2,1,2,2,1,0,0,0,NA,20,1,Batsford,51.99802,-1.73753,182,26.4,44.3,29.1,10,50,ENS,PA0963,NA,NA,NA,M,51.99802,-1.73753,0,182,"healthy, 1 euro size",,,,
P0124,ENS,2,1,2,2,1,0,0,0,NA,20,1,Tauton,51.01181,-3.10619,27,12.7,83.6,NA,NA,50,ENS,PA0969,NA,NA,NA,M,51.01181,-3.10619,0,27,"Healthy, little bolt",,,,
P0124,ENS,2,1,2,2,1,0,0,0,NA,20,1,Tauton,51.01181,-3.10619,27,12.7,83.6,NA,NA,50,ENS,PA0970,NA,NA,NA,M,51.01181,-3.10619,0,27,"Healthy, some hervibory, not bolting",,,,
P0125,ENS,2,1,2,2,1,0,0,0,NA,20,1,Shaftsbury,51.0066,-2.19835,201,11.9,85.4,NA,NA,30,ENS,PA0977,NA,NA,1,M,51.0066,-2.19835,0,201,"Healthy small, bit of necrosis",,,,
P0125,ENS,2,1,2,2,1,0,0,0,NA,20,1,Shaftsbury,51.0066,-2.19835,201,11.9,85.4,NA,NA,30,ENS,PA0978,NA,NA,NA,M,51.0066,-2.19835,0,201,"Metagenome, small, healthy",,,,
P0126,ENS,2,1,2,2,1,0,0,0,NA,1,1,Wimbourne,50.79885,-1.98779,22,13.3,83,16.2,3.65,100,ENS,PA0983,NA,NA,NA,M,50.79885,-1.98779,0,22,Bolting,,,,
P0126,ENS,2,1,2,2,1,0,0,0,NA,1,1,Wimbourne,50.79885,-1.98779,22,13.3,83,16.2,3.65,100,ENS,PA0981,NA,NA,1,M,50.79885,-1.98779,0,22,"Flowering,purple,necrosis",,,,
P0127,ENS,2,1,2,2,1,0,0,0,NA,0,1,Hillier Arboretum,51.01015,-1.46641,45,18.7,57.9,16.1,19.74,200,ENS,PA0988,NA,NA,NA,M,51.01015,-1.46641,0,45,"Bolting, herbivory, healthy",,,,
P0127,ENS,2,1,2,2,1,0,0,0,NA,0,1,Hillier Arboretum,51.01015,-1.46641,45,18.7,57.9,16.1,19.74,200,ENS,PA0987,NA,NA,NA,M,51.01015,-1.46641,0,45,"Small, herbivory, healthy",,,,
P0128,ENS,2,1,2,2,1,0,0,0,NA,20,1,Wisley Garden,51.31384,-0.47081,27,19.1,47.9,18.3,0.46,100,ENS,PA0998,NA,NA,NA,M,51.31384,-0.47081,0,27,"Healthy, herbivory, flowering",,,,
P0128,ENS,2,1,2,2,1,0,0,0,NA,20,1,Wisley Garden,51.31384,-0.47081,27,19.1,47.9,18.3,0.46,100,ENS,PA0996,NA,NA,NA,M,51.31384,-0.47081,0,27,"Healthy, bolting",,,,
P0129,ENS,2,1,2,2,1,0,0,0,NA,20,4,West Mailling,51.29502,0.40597,35,24.6,37.8,,,100,ENS,PA0999,NA,NA,NA,M,51.29502,0.40597,0,35,"Started bolted, looks healthy",,,,
P0129,ENS,2,1,2,2,1,0,0,0,NA,20,4,West Mailling,51.29502,0.40597,35,24.6,37.8,,,100,ENS,PA1001,NA,NA,NA,M,51.29502,0.40597,0,35,"Bolted, herbivory, spiderweb",,,,
P0130,ENS,2,1,2,2,1,0,0,0,NA,20,4,East Mailling,51.29239,0.43776,41,22,43.1,,,50,ENS,PA1005,NA,NA,NA,M,51.29239,0.43776,0,41,"Healthy,herbivory, botling",,,,
P0130,ENS,2,1,2,2,1,0,0,0,NA,20,4,East Mailling,51.29239,0.43776,41,22,43.1,,,50,ENS,PA1007,NA,NA,NA,M,51.29239,0.43776,0,41,"Herbivory, bolting",,,,
P0131,ENS,1,1,1,1,1,0,0,0,NA,20,1,Maidstone (Mote Park),51.26886,0.53955,33,20.1,49.2,22.7,18,10,ENS,PA1013,NA,NA,NA,M,51.26886,0.53955,0,33,"Flowering, herbivory",,,,
P0132,ENS,2,1,2,2,1,1,0,0,NA,20,1,Pluckley,51.17516,0.75432,91,20.5,65,23.4,1.68,NA,ENS,PA1017,NA,1,NA,M,51.17516,0.75432,0,91,"Infected with Albugo, flowering",,,,
P0132,ENS,2,1,2,2,1,1,0,0,NA,20,1,Pluckley,51.17516,0.75432,91,20.5,65,23.4,1.68,NA,ENS,PA1014,NA,1,NA,M,51.17516,0.75432,0,91,"Flowering,infected with Albugo on 1 leaf of the rosette, 1 stem leaf also infected",,,,
P0132,ENS,2,1,2,2,1,1,0,0,NA,20,1,Pluckley,51.17516,0.75432,91,20.5,65,23.4,1.68,NA,ENS,PC0171,NA,NA,NA,M,51.17516,0.75432,0,91,Capsella,,,,
P0133,ENS,2,1,2,2,1,0,0,0,NA,20,1,Chilham,51.23567,0.97759,8,23.3,49.2,,,20,ENS,PA1025,NA,NA,NA,M,51.23567,0.97759,0,8,"Flowering, siliques, necrosis, purple",,,,
P0133,ENS,2,1,2,2,1,0,0,0,NA,20,1,Chilham,51.23567,0.97759,8,23.3,49.2,,,20,ENS,PA1024,NA,NA,NA,M,51.23567,0.97759,0,8,"Necrosis, herbivory, purple",,,,
P0134,ENS,2,1,4,2,1,1,4,1,NA,20,1,Chartham,51.25483,1.02029,18,24,47.4,,,50,ENS,PA1030,NA,NA,NA,M,51.25483,1.02029,1,18,"Purple, flowering,chlorosis",,,,
P0134,ENS,2,1,4,2,1,1,4,1,NA,20,1,Chartham,51.25483,1.02029,18,24,47.4,,,50,ENS,PC0172,NA,NA,NA,M,51.25483,1.02029,1,18,,,,,
P0134,ENS,2,1,4,2,1,1,4,1,NA,20,1,Chartham,51.25483,1.02029,18,24,47.4,,,50,ENS,PA1028,NA,NA,NA,M,51.25483,1.02029,1,18,"Purple, healthy",,,,
P0135,ENS,2,1,2,2,1,0,0,0,NA,20,1,Wye College,51.18385,0.93995,41,22.7,54,25.1,2.53,5000,ENS,PA1042_ENS,NA,NA,1,M,51.18385,0.93995,0,41,"Necrosis, chlorosis, flowering",,,,
P0135,ENS,2,1,2,2,1,0,0,0,NA,20,1,Wye College,51.18385,0.93995,41,22.7,54,25.1,2.53,5000,ENS,PA1036_ENS,NA,NA,NA,M,51.18385,0.93995,0,41,"Purple, necrosis, flowering",,,,
P0135,SPN,2,1,2,2,1,1,1,1,NA,20,NA,Alb,42.36998,-3.31109,973,17.4,53.2,13.7,8.43,200,ENS,PA1042_SPN,NA,NA,1,M,51.18385,0.93995,0,41,"Necrosis, chlorosis, flowering",,,,
P0135,SPN,2,1,2,2,1,1,1,1,NA,20,NA,Alb,42.36998,-3.31109,973,17.4,53.2,13.7,8.43,200,ENS,PA1036_SPN,NA,NA,NA,M,51.18385,0.93995,0,41,"Purple, necrosis, flowering",,,,
P0136,ENN,2,1,2,2,1,0,0,0,NA,20,1,Old Colwyn,53.29245,-3.69683,21,19.5,49.4,16.6,15.06,50,ENN,PA1045_ENS,NA,NA,NA,M,53.29245,-3.69683,0,21,Flowering,,,,
P0136,ENN,2,1,2,2,1,0,0,0,NA,20,1,Old Colwyn,53.29245,-3.69683,21,19.5,49.4,16.6,15.06,50,ENN,PA1043_ENS,NA,NA,NA,M,53.29245,-3.69683,0,21,"Herbivory, bolted, small",,,,
P0136,SPN,2,1,2,2,1,1,0,0,NA,20,NA,Aya,42.25175,-3.04601,1020,20.2,55.6,18.2,8.03,100,ENN,PA1045_SPN,NA,NA,NA,M,53.29245,-3.69683,0,21,Flowering,,,,
P0136,SPN,2,1,2,2,1,1,0,0,NA,20,NA,Aya,42.25175,-3.04601,1020,20.2,55.6,18.2,8.03,100,ENN,PA1043_SPN,NA,NA,NA,M,53.29245,-3.69683,0,21,"Herbivory, bolted, small",,,,
P0137,SPN,1,1,1,1,1,0,0,0,NA,20,NA,Oja,42.34595,-2.99682,778,16.2,49.8,13.4,12.39,1000,ENN,PA1050_SPN,NA,NA,NA,M,53.09408,-3.80547,0,26,"Bolted, green, healthy",,,,
P0137,SPN,1,1,1,1,1,0,0,0,NA,20,NA,Oja,42.34595,-2.99682,778,16.2,49.8,13.4,12.39,1000,ENN,PA1049_SPN,NA,NA,NA,M,53.09408,-3.80547,0,26,"Bolting, green",,,,
P0137,ENN,2,1,2,2,1,0,0,0,NA,20,1,Betws-y-Coed,53.09408,-3.80547,26,20.6,45.6,15.8,6.96,200,ENN,PA1050_ENN,NA,NA,NA,M,53.09408,-3.80547,0,26,"Bolted, green, healthy",,,,
P0137,ENN,2,1,2,2,1,0,0,0,NA,20,1,Betws-y-Coed,53.09408,-3.80547,26,20.6,45.6,15.8,6.96,200,ENN,PA1049_ENN,NA,NA,NA,M,53.09408,-3.80547,0,26,"Bolting, green",,,,
P0138,ENN,2,1,2,2,1,0,0,0,NA,30,1,Ruthin,53.11388,-3.30541,66,26.9,50.9,30.6,12.61,100,ENN,PA1059,NA,NA,NA,M,53.11388,-3.30541,0,66,,,,,
P0138,ENN,2,1,2,2,1,0,0,0,NA,30,1,Ruthin,53.11388,-3.30541,66,26.9,50.9,30.6,12.61,100,ENN,PA1056,NA,NA,NA,M,53.11388,-3.30541,0,66,"Purple, necrosis, herbivory",,,,
P0139,ENN,2,1,2,2,1,0,0,0,NA,20,1,Chirk,52.93189,-3.05634,115,24.6,15.4,25.2,19.12,300,ENN,PC0173,NA,NA,NA,M,52.93189,-3.05634,0,115,,,,,
P0139,ENN,2,1,2,2,1,0,0,0,NA,20,1,Chirk,52.93189,-3.05634,115,24.6,15.4,25.2,19.12,300,ENN,PA1065,NA,NA,NA,M,52.93189,-3.05634,0,115,,,,,
P0139,ENN,2,1,2,2,1,0,0,0,NA,20,1,Chirk,52.93189,-3.05634,115,24.6,15.4,25.2,19.12,300,ENN,PA1064,NA,NA,NA,M,52.93189,-3.05634,0,115,,,,,
P0140,ENN,2,1,2,2,1,0,0,0,NA,20,1,Stanton-by-Dale,52.9376,-1.30914,88,23.8,56.7,NA,NA,40,ENN,PA1072,NA,1,NA,M,52.9376,-1.30914,0,88,,,,,
P0140,ENN,2,1,2,2,1,0,0,0,NA,20,1,Stanton-by-Dale,52.9376,-1.30914,88,23.8,56.7,NA,NA,40,ENN,PA1067,NA,NA,NA,M,52.9376,-1.30914,0,88,,,,,
P0141,ENN,2,1,2,2,1,1,0,0,NA,20,1,Nottingham (Park Inn by Radisson),52.97068,-1.15283,69,19.2,68.2,NA,NA,200,ENN,PA1074,NA,NA,NA,M,52.97068,-1.15283,0,69,,,,,
P0141,ENN,2,1,2,2,1,1,0,0,NA,20,1,Nottingham (Park Inn by Radisson),52.97068,-1.15283,69,19.2,68.2,NA,NA,200,ENN,PA1076,NA,NA,NA,M,52.97068,-1.15283,0,69,,,,,
P0141,ENN,2,1,2,2,1,1,0,0,NA,20,1,Nottingham (Park Inn by Radisson),52.97068,-1.15283,69,19.2,68.2,NA,NA,200,ENN,PC0174,NA,NA,NA,M,52.97068,-1.15283,0,69,,,,,
P0142,ENN,2,1,2,2,1,0,0,0,NA,20,1,Southwell (Minster),53.0771,-0.95371,33,18.9,62.2,15.1,22.63,100,ENN,PA1083,NA,NA,NA,M,53.0771,-0.95371,0,33,,,,,
P0142,ENN,2,1,2,2,1,0,0,0,NA,20,1,Southwell (Minster),53.0771,-0.95371,33,18.9,62.2,15.1,22.63,100,ENN,PA1080,NA,NA,NA,M,53.0771,-0.95371,0,33,,,,,
P0143,ENN,2,1,2,2,1,1,0,0,NA,20,1,Bakewell,53.21505,-1.67419,147,20.4,46.3,NA,NA,50,ENN,PC0175,NA,NA,NA,M,53.21505,-1.67419,0,147,,,,,
P0143,ENN,2,1,2,2,1,1,0,0,NA,20,1,Bakewell,53.21505,-1.67419,147,20.4,46.3,NA,NA,50,ENN,PA1089,NA,NA,NA,M,53.21505,-1.67419,0,147,,,,,
P0143,ENN,2,1,2,2,1,1,0,0,NA,20,1,Bakewell,53.21505,-1.67419,147,20.4,46.3,NA,NA,50,ENN,PA1085,NA,NA,NA,M,53.21505,-1.67419,0,147,,,,,
P0144,ENN,2,1,2,2,1,0,0,0,NA,20,1,Ripon,54.13288,-1.52196,31,12.5,63.7,NA,NA,50,ENN,PA1137,NA,NA,NA,M,54.13288,-1.52196,0,31,,,,,
P0144,ENN,2,1,2,2,1,0,0,0,NA,20,1,Ripon,54.13288,-1.52196,31,12.5,63.7,NA,NA,50,ENN,PA1139,NA,NA,NA,M,54.13288,-1.52196,0,31,,,,,
