Site.ID,Tour.ID,AM_n,AM_b,AH_n,AP_n,AP_b,CM,H_n,H_b,H_iso,PP_n,PP_type,Site.name,Latitude,Longitude,Altitude.x,Air.temp,Air.humidity,Soil.temp,Soil.humidity,Pop_size,Tour_ID,Plant_ID,HpA_plant,Albugo,Necrosis,Used_for,Lat,Long,HpA_site,Altitude.y,Notes,,,,
P0265,SSD,2,1,2,2,1,1,0,0,NA,20,NA,Lund-1,55.71021,13.22014,78,25.6,36.5,22.08,2.24,300,SSD,PA0682,NA,NA,NA,M,55.71021,13.22014,0,78,,,,,
P0265,SSD,2,1,2,2,1,1,0,0,NA,20,NA,Lund-1,55.71021,13.22014,78,25.6,36.5,22.08,2.24,300,SSD,PC0183,NA,NA,NA,M,55.71021,13.22014,0,78,,,,,
P0266,SSD,2,1,2,2,1,1,0,0,NA,20,NA,Kulturen-1,55.70496,13.1959,47,31.2,27.4,37.7,3.88,200,SSD,PA1417,NA,NA,NA,M,55.70496,13.1959,0,47,,,,,
P0266,SSD,2,1,2,2,1,1,0,0,NA,20,NA,Kulturen-1,55.70496,13.1959,47,31.2,27.4,37.7,3.88,200,SSD,PA1418,NA,NA,NA,M,55.70496,13.1959,0,47,,,,,
P0266,SSD,2,1,2,2,1,1,0,0,NA,20,NA,Kulturen-1,55.70496,13.1959,47,31.2,27.4,37.7,3.88,200,SSD,PC0184,NA,NA,1,M,55.70496,13.1959,0,47,,,,,
P0267,SSD,2,1,3,2,1,1,4,1,NA,20,NA,Grab-1,55.75142,13.04138,3,32.3,26.3,27.1,4.16,150,SSD,PA1423,NA,1,NA,M,55.75142,13.04138,1,3,,,,,
P0267,SSD,2,1,3,2,1,1,4,1,NA,20,NA,Grab-1,55.75142,13.04138,3,32.3,26.3,27.1,4.16,150,SSD,PA1426,NA,NA,NA,M,55.75142,13.04138,1,3,,,,,
P0267,SSD,2,1,3,2,1,1,4,1,NA,20,NA,Grab-1,55.75142,13.04138,3,32.3,26.3,27.1,4.16,150,SSD,PC0185,NA,NA,NA,M,55.75142,13.04138,1,3,,,,,
P0268,SSD,2,1,2,2,1,1,1,1,NA,20,NA,Olang-1,55.79369,13.1225,3,25.4,35.1,26.6,2.45,30,SSD,PA1429,NA,NA,1,M,55.79369,13.1225,1,3,,,,,
P0268,SSD,2,1,2,2,1,1,1,1,NA,20,NA,Olang-1,55.79369,13.1225,3,25.4,35.1,26.6,2.45,30,SSD,PA1431,NA,NA,1,M,55.79369,13.1225,1,3,,,,,
P0268,SSD,2,1,2,2,1,1,1,1,NA,20,NA,Olang-1,55.79369,13.1225,3,25.4,35.1,26.6,2.45,30,SSD,PC0186,NA,NA,NA,M,55.79369,13.1225,1,3,,,,,
P0269,SSD,2,1,3,2,1,1,3,1,NA,20,NA,Torne-1,55.67777,13.42023,52,19.6,49,18.4,0.38,300,SSD,PA1438,NA,NA,NA,M,55.67777,13.42023,1,52,,,,,
P0269,SSD,2,1,3,2,1,1,3,1,NA,20,NA,Torne-1,55.67777,13.42023,52,19.6,49,18.4,0.38,300,SSD,PA1439,NA,NA,0,M,55.67777,13.42023,1,52,,,,,
P0269,SSD,2,1,3,2,1,1,3,1,NA,20,NA,Torne-1,55.67777,13.42023,52,19.6,49,18.4,0.38,300,SSD,PC0187,NA,NA,NA,M,55.67777,13.42023,1,52,"other grave, no C. bursa pastoris",,,,
P0270,SSD,2,1,3,2,1,1,2,1,NA,2,NA,Son-1,55.773,14.15341,63,31.4,28.3,39.5,2.72,30,SSD,PA1443,NA,NA,NA,M,55.773,14.15341,1,63,"small, healthy",,,,
P0270,SSD,2,1,3,2,1,1,2,1,NA,2,NA,Son-1,55.773,14.15341,63,31.4,28.3,39.5,2.72,30,SSD,PA1444,NA,NA,NA,M,55.773,14.15341,1,63,healthy,,,,
P0270,SSD,2,1,3,2,1,1,2,1,NA,2,NA,Son-1,55.773,14.15341,63,31.4,28.3,39.5,2.72,30,SSD,PC0188,NA,NA,NA,M,55.773,14.15341,1,63,not C. bursa pastoris,,,,
P0271,SSD,2,1,3,2,1,1,3,1,NA,0,NA,Vita-1,55.69422,14.16774,58,32.1,29.8,31.9,2.48,50,SSD,PA1451,NA,NA,1,M,55.69422,14.16774,1,58,,,,,
P0271,SSD,2,1,3,2,1,1,3,1,NA,0,NA,Vita-1,55.69422,14.16774,58,32.1,29.8,31.9,2.48,50,SSD,PA1453,NA,NA,NA,M,55.69422,14.16774,1,58,"medium size, healthy",,,,
P0271,SSD,2,1,3,2,1,1,3,1,NA,0,NA,Vita-1,55.69422,14.16774,58,32.1,29.8,31.9,2.48,50,SSD,PC0189,NA,NA,NA,M,55.69422,14.16774,1,58,,,,,
P0272,SSD,2,1,3,2,1,1,4,1,NA,20,NA,Sand-1,55.57917,14.33291,-4,21.7,45.4,30.1,2.84,150,SSD,PA1458,NA,NA,NA,M,55.57917,14.33291,1,-4,"small, greener",,,,
P0272,SSD,2,1,3,2,1,1,4,1,NA,20,NA,Sand-1,55.57917,14.33291,-4,21.7,45.4,30.1,2.84,150,SSD,PA1459,NA,NA,NA,M,55.57917,14.33291,1,-4,"small, green, healthy",,,,
P0272,SSD,2,1,3,2,1,1,4,1,NA,20,NA,Sand-1,55.57917,14.33291,-4,21.7,45.4,30.1,2.84,150,SSD,PC0190,NA,NA,NA,M,55.57917,14.33291,1,-4,"very happy, green, healthy",,,,
P0273,SSD,2,1,3,2,1,1,4,1,NA,20,NA,Kia 1,56.05585,14.30316,26,34.6,26.9,32,3.05,70,SSD,PA1465,1,NA,NA,M,56.05585,14.30316,1,26,"small, happy",,,,
P0273,SSD,2,1,3,2,1,1,4,1,NA,20,NA,Kia 1,56.05585,14.30316,26,34.6,26.9,32,3.05,70,SSD,PA1466,NA,NA,NA,M,56.05585,14.30316,1,26,"green, happy",,,,
P0273,SSD,2,1,3,2,1,1,4,1,NA,20,NA,Kia 1,56.05585,14.30316,26,34.6,26.9,32,3.05,70,SSD,PC0191,NA,NA,NA,M,56.05585,14.30316,1,26,"medium, happy",,,,
P0274,SSD,2,1,3,2,1,1,3,1,NA,10,NA,Ragnar-1,56.08969,14.04852,9,37.1,26.8,33.4,3.11,30,SSD,PA1473,NA,NA,NA,M,56.08969,14.04852,1,9,"small, green, happy",,,,
P0274,SSD,2,1,3,2,1,1,3,1,NA,10,NA,Ragnar-1,56.08969,14.04852,9,37.1,26.8,33.4,3.11,30,SSD,PA1475,NA,NA,NA,M,56.08969,14.04852,1,9,"green, happy",,,,
P0274,SSD,2,1,3,2,1,1,3,1,NA,10,NA,Ragnar-1,56.08969,14.04852,9,37.1,26.8,33.4,3.11,30,SSD,PC0192,NA,NA,NA,M,56.08969,14.04852,1,9,"green, happy",,,,
P0275,SSD,2,1,2,2,1,1,2,1,NA,20,NA,Straw-1,56.31554,16.03761,4,17.8,85.5,16.8,4.67,1000,SSD,PA1478,NA,NA,1,M,56.31554,16.03761,1,4,"green, happy",,,,
P0275,SSD,2,1,2,2,1,1,2,1,NA,20,NA,Straw-1,56.31554,16.03761,4,17.8,85.5,16.8,4.67,1000,SSD,PA1479,NA,NA,NA,M,56.31554,16.03761,1,4,"small, green",,,,
P0275,SSD,2,1,2,2,1,1,2,1,NA,20,NA,Straw-1,56.31554,16.03761,4,17.8,85.5,16.8,4.67,1000,SSD,PC0193,NA,NA,NA,M,56.31554,16.03761,1,4,"big, bushy, green, happy",,,,
P0276,SSD,2,1,3,2,1,1,4,1,NA,20,NA,Aledal 2018,56.70039,16.51431,18,23.5,48.9,23.4,21.4,200,SSD,PA1485,NA,NA,NA,M,56.70039,16.51431,1,18,"half NA, half green",,,,
P0276,SSD,2,1,3,2,1,1,4,1,NA,20,NA,Aledal 2018,56.70039,16.51431,18,23.5,48.9,23.4,21.4,200,SSD,PA1486,NA,NA,NA,M,56.70039,16.51431,1,18,"one green leaf, rest NA and yellow or eaten",,,,
P0276,SSD,2,1,3,2,1,1,4,1,NA,20,NA,Aledal 2018,56.70039,16.51431,18,23.5,48.9,23.4,21.4,200,SSD,PC0194,NA,NA,NA,M,56.70039,16.51431,1,18,rather big and green,,,,
P0277,SSD,2,1,3,2,1,1,4,1,NA,17,NA,Bag 3,56.95902,16.4053,-3,37.3,38.1,31.2,4.54,1000,SSD,PA1492,1,NA,NA,M,56.95902,16.4053,1,-3,"half NA, half yellow",,,,
P0277,SSD,2,1,3,2,1,1,4,1,NA,17,NA,Bag 3,56.95902,16.4053,-3,37.3,38.1,31.2,4.54,1000,SSD,PA1493,NA,NA,NA,M,56.95902,16.4053,1,-3,"one yellow leaf, rest NA",,,,
P0277,SSD,2,1,3,2,1,1,4,1,NA,17,NA,Bag 3,56.95902,16.4053,-3,37.3,38.1,31.2,4.54,1000,SSD,PC0195,NA,NA,NA,M,56.95902,16.4053,1,-3,"big, bushy, green, happy",,,,
P0278,SSD,2,1,3,2,1,1,2,1,NA,20,NA,Fr�_-1,57.40886,15.56853,98,25.1,47.2,22.3,1.45,100,SSD,PA1497,NA,NA,NA,M,57.40886,15.56853,1,98,"mostly old, NA, eaten, few green leaves",,,,
P0278,SSD,2,1,3,2,1,1,2,1,NA,20,NA,Fr�_-1,57.40886,15.56853,98,25.1,47.2,22.3,1.45,100,SSD,PA1499,NA,NA,NA,M,57.40886,15.56853,1,98,"half yellow, half green",,,,
P0278,SSD,2,1,3,2,1,1,2,1,NA,20,NA,Fr�_-1,57.40886,15.56853,98,25.1,47.2,22.3,1.45,100,SSD,PC0196,1,NA,NA,M,57.40886,15.56853,1,98,"mostly green, some yellow",,,,
P0279,SSD,2,1,3,2,1,1,3,1,NA,20,NA,Tur-1,57.65104,14.80439,269,20.6,75.3,29.1,7.81,150,SSD,PA1506,NA,NA,NA,M,57.65104,14.80439,1,269,"green, healthy",,,,
P0279,SSD,2,1,3,2,1,1,3,1,NA,20,NA,Tur-1,57.65104,14.80439,269,20.6,75.3,29.1,7.81,150,SSD,PA1507,NA,NA,NA,M,57.65104,14.80439,1,269,"green, healthy",,,,
P0279,SSD,2,1,3,2,1,1,3,1,NA,20,NA,Tur-1,57.65104,14.80439,269,20.6,75.3,29.1,7.81,150,SSD,PC0197,NA,NA,NA,M,57.65104,14.80439,1,269,"Albugo, green, healthy",,,,
P0280,SSD,2,1,2,2,1,1,1,1,NA,20,NA,Lag-1,58.1834,15.00652,139,22.4,71.3,19.9,7.71,150,SSD,PA1512,NA,NA,NA,M,58.1834,15.00652,1,139,"tiny, mostly yellow",,,,
P0280,SSD,2,1,2,2,1,1,1,1,NA,20,NA,Lag-1,58.1834,15.00652,139,22.4,71.3,19.9,7.71,150,SSD,PA1513,NA,NA,1,M,58.1834,15.00652,1,139,"green, yellow",,,,
P0280,SSD,2,1,2,2,1,1,1,1,NA,20,NA,Lag-1,58.1834,15.00652,139,22.4,71.3,19.9,7.71,150,SSD,PC0198,NA,NA,1,M,58.1834,15.00652,1,139,"green, healthy",,,,
P0281,SSD,2,1,2,2,1,1,1,1,NA,20,NA,Dju-1,58.29046,15.12591,116,24.6,66.3,25.2,1.72,100,SSD,PA1518,NA,NA,NA,M,58.29046,15.12591,1,116,mostly green,,,,
P0281,SSD,2,1,2,2,1,1,1,1,NA,20,NA,Dju-1,58.29046,15.12591,116,24.6,66.3,25.2,1.72,100,SSD,PA1519,NA,NA,1,M,58.29046,15.12591,1,116,"green, yellow",,,,
P0281,SSD,2,1,2,2,1,1,1,1,NA,20,NA,Dju-1,58.29046,15.12591,116,24.6,66.3,25.2,1.72,100,SSD,PC0199,NA,NA,NA,M,58.29046,15.12591,1,116,"green, yellow",,,,
P0282,SSD,2,1,3,2,1,0,3,1,NA,20,NA,Hill-1,58.82053,14.9585,95,23.9,63.2,21.8,7.59,1000,SSD,PA1525,NA,NA,NA,M,58.82053,14.9585,1,95,"green, healthy",,,,
P0282,SSD,2,1,3,2,1,0,3,1,NA,20,NA,Hill-1,58.82053,14.9585,95,23.9,63.2,21.8,7.59,1000,SSD,PA1526,NA,NA,NA,M,58.82053,14.9585,1,95,"green, healthy",,,,
P0283,SSD,2,1,2,2,1,0,0,0,NA,20,NA,Apollo-1,59.43196,16.80225,-19,23.4,64,23.2,16.41,100,SSD,PA1531,NA,NA,NA,M,59.43196,16.80225,0,-19,"green, healthy",,,,
P0283,SSD,2,1,2,2,1,0,0,0,NA,20,NA,Apollo-1,59.43196,16.80225,-19,23.4,64,23.2,16.41,100,SSD,PA1532,NA,NA,1,M,59.43196,16.80225,0,-19,"green, healthy",,,,
P0284,SSD,2,1,3,2,1,1,3,1,NA,20,NA,Arby-1,59.43111,16.06748,3,24.3,60.2,20.4,4.44,500,SSD,PA1538,NA,NA,NA,M,59.43111,16.06748,1,3,"green, NA",,,,
P0284,SSD,2,1,3,2,1,1,3,1,NA,20,NA,Arby-1,59.43111,16.06748,3,24.3,60.2,20.4,4.44,500,SSD,PA1539,NA,NA,NA,M,59.43111,16.06748,1,3,"green, yellow",,,,
P0284,SSD,2,1,3,2,1,1,3,1,NA,20,NA,Arby-1,59.43111,16.06748,3,24.3,60.2,20.4,4.44,500,SSD,PC0200,NA,NA,NA,M,59.43111,16.06748,1,3,"green, healthy",,,,
P0285,SSD,2,1,3,2,1,0,3,1,NA,20,NA,Boulder-1,59.78614,17.58582,38,34.5,24.8,27.9,1.24,100,SSD,PA1548,NA,NA,NA,M,59.78614,17.58582,1,38,green,,,,
P0285,SSD,2,1,3,2,1,0,3,1,NA,20,NA,Boulder-1,59.78614,17.58582,38,34.5,24.8,27.9,1.24,100,SSD,PA1549,NA,NA,NA,M,59.78614,17.58582,1,38,"yellow, green",,,,
P0313,GEN,2,1,2,2,1,0,0,0,NA,1,NA,Ellershausen,51.5107,9.67837,279,26.1,32.1,NA,NA,200,GEN,PA0870,0,0,0,M,51.5107,9.67837,0,279,"small, several plants, choose medium one, flowering",,,,
P0313,GEN,2,1,2,2,1,0,0,0,NA,1,NA,Ellershausen,51.5107,9.67837,279,26.1,32.1,NA,NA,200,GEN,PA0866,0,0,0,M,51.5107,9.67837,0,279,"small/medium, unbranched inflorescences, late flowering, stressed, senescing",,,,
P0314,SPN,1,1,1,1,1,0,0,0,NA,20,NA,TRS,43.36351,-5.49208,237,22.5,54.6,NA,NA,50,SPN,PA0846,0,0,0,M,43.36351,-5.49208,0,237,"small and healthy, just started bolting",,,,
P0318,SPN,2,1,2,2,1,0,0,0,NA,20,NA,OLA,43.04904,-2.6305,572,11.4,64.7,NA,NA,100,SPN,PA0858,0,0,0,M,43.04904,-2.6305,0,572,"Rosette leaves purple, rosette 1.5 cm",,,,
P0318,SPN,2,1,2,2,1,0,0,0,NA,20,NA,OLA,43.04904,-2.6305,572,11.4,64.7,NA,NA,100,SPN,PA0859,0,0,0,M,43.04904,-2.6305,0,572,"Stem missing (lunched), rosette 1 cm, otherwise healthy",,,,
P0319,SPN,2,1,2,2,1,0,2,1,NA,20,NA,BUJ2,42.67566,-2.40631,609,22.6,32.5,15.9,14.91,1000,SPN,PA0863,0,0,0,M,42.67566,-2.40631,1,609,"Rosette 2 cm, healthy, plant is flowering, one secondary stem",,,,
P0319,SPN,2,1,2,2,1,0,2,1,NA,20,NA,BUJ2,42.67566,-2.40631,609,22.6,32.5,15.9,14.91,1000,SPN,PA1749s,0,0,0,M,42.67527,-2.4058,1,609,"rosette 1 cm, very young plant, small stem 3 cm",,,,
P0321,SPN,2,1,2,2,1,1,0,0,NA,20,NA,ARI,42.94018,-1.27912,817,11.6,62.8,10.6,20.61,100,SPN,PA1753s,0,0,0,M,42.94014,-1.27913,0,817,"one purple leaf, rest green and healthy, rosette 2 cm",,,,
P0321,SPN,2,1,2,2,1,1,0,0,NA,20,NA,ARI,42.94018,-1.27912,817,11.6,62.8,10.6,20.61,100,SPN,PA1756s,0,0,0,M,42.94024,-1.27882,0,817,"rosette 2 cm, flowering (eh klar), slightly lunched",,,,
P0321,SPN,2,1,2,2,1,1,0,0,NA,20,NA,ARI,42.94018,-1.27912,817,11.6,62.8,10.6,20.61,100,SPN,PC0219,0,0,0,M,42.94026,-1.27881,0,817,"Large, nice, healty, Oschi",,,,
P0322,SPN,2,1,2,2,1,1,0,0,NA,20,NA,PAN,42.76025,-0.23257,1680,14.4,46.2,12,12.73,50,SPN,PA1759s,0,0,0,M,42.76025,-0.23257,0,1680,"Small but healthy, sinlge stem, flowering, no chlorosis",,,,
P0322,SPN,2,1,2,2,1,1,0,0,NA,20,NA,PAN,42.76025,-0.23257,1680,14.4,46.2,12,12.73,50,SPN,PA1761s,0,0,0,M,42.76025,-0.23257,0,1680,"Small but healthy, strong stem, flowering, no chlorosis",,,,
P0322,SPN,2,1,2,2,1,1,0,0,NA,20,NA,PAN,42.76025,-0.23257,1680,14.4,46.2,12,12.73,50,SPN,PC0220,0,0,0,M,42.75997,-0.2326,0,1680,"Healthy, juicy green. From a different local microclimate, since there was no capsella at the orignal proteced site.",,,,
P0323,SPN,1,1,2,1,1,1,0,0,NA,20,NA,TAU-2,42.52023,0.84544,1461,11.9,52.4,11.9,13.62,50,SPN,PA1767,0,0,0,M,42.5202,0.8454,0,1461,"Few rosette leaves, one leaf partially cut. Shade avoidance phenotype.",,,,
P0323,SPN,1,1,2,1,1,1,0,0,NA,20,NA,TAU-2,42.52023,0.84544,1461,11.9,52.4,11.9,13.62,50,SPN,PC0221,0,0,0,M,42.5202,0.8454,0,1461,Slight chlorosis.,,,,
P0324,SPN,2,1,2,1,1,0,0,0,NA,20,NA,MOA,42.46507,0.69566,1198,20.1,43.5,15.7,5.35,300,SPN,PA1768,0,0,1,M,42.46507,0.69566,0,1198,"Small, primary stem cut/eaten.",,,,
P0324,SPN,2,1,2,1,1,0,0,0,NA,20,NA,MOA,42.46507,0.69566,1198,20.1,43.5,15.7,5.35,300,SPN,PA1772,0,0,1,M,42.46507,0.69566,0,1198,"Chlorotic, small.",,,,
P0325,SPN,1,1,1,1,1,1,0,0,NA,20,NA,BOS,42.78327,0.69144,723,13.5,70.1,10.3,28.87,100,SPN,PA1776,0,0,1,M,42.78327,0.69144,0,723,"Chlorotic leves, very small, primary stem cut, few lateral secondary inflorescences.",,,,
P0325,SPN,1,1,1,1,1,1,0,0,NA,20,NA,BOS,42.78327,0.69144,723,13.5,70.1,10.3,28.87,100,SPN,PC0222,0,0,0,M,42.78327,0.69144,0,723,"Two stems, healthy, rather small",,,,
P0326,SPN,2,1,2,2,1,0,1,1,NA,20,NA,ALE,42.41254,1.32274,1143,22.4,39.2,16.5,14.1,1000,SPN,PA1777,0,0,0,M,42.41257,1.32268,1,1143,"Small, healthy, flowering.",,,,
P0326,SPN,2,1,2,2,1,0,1,1,NA,20,NA,ALE,42.41254,1.32274,1143,22.4,39.2,16.5,14.1,1000,SPN,PA1781,0,0,1,M,42.40849,1.32465,1,1143,"Flowering, 4 stems.",,,,
P0327,SPN,2,1,2,2,1,1,0,0,NA,20,NA,MOF,42.34523,1.40327,761,24.4,38.6,30.4,8.43,1000,SPN,PA1785,0,0,1,M,42.34521,1.40327,0,761,"Old plant, 4 remaining rosette leaves, 3 stems.",,,,
P0327,SPN,2,1,2,2,1,1,0,0,NA,20,NA,MOF,42.34523,1.40327,761,24.4,38.6,30.4,8.43,1000,SPN,PA1786,0,0,0,M,42.34524,1.40328,0,761,"Primary stem cut, multiple secondary stems, healthy, leaf underside shows slight signs of stress.",,,,
P0327,SPN,2,1,2,2,1,1,0,0,NA,20,NA,MOF,42.34523,1.40327,761,24.4,38.6,30.4,8.43,1000,SPN,PC0223,0,0,0,M,42.34555,1.40419,0,761,,,,,
P0328,SPN,0,0,3,1,1,0,2,1,NA,0,NA,PRU,42.38002,1.72595,1174,24.9,32.2,20.1,18,100,SPN,PA1791,NA,NA,1,M,42.38007,1.72598,1,1174,"Only one primary rosette leaf left, secondary rosette leaves present. Rosette was partially covered by soil due to recent wild boar digging.",,,,
P0329,SPN,1,1,1,1,1,0,0,0,NA,20,NA,PRU-2,42.37877,1.72462,1208,19.2,38.5,16.1,11.11,30,SPN,PA1795,0,0,0,M,42.37878,1.7246,0,1208,"Most rosette leaves show signs of mechanical damage. Small rosette, flowering, 2 stems. Older plant.",,,,
P0361,SCO,2,1,2,2,1,0,3,1,NA,20,NA,Taynuilt,56.42869,-5.23618,34,24.1,57,24,5.85,50000,SCO,PA1718,NA,NA,NA,M,56.42869,-5.23618,1,34,form the walkway outside the graves,,,,
P0361,SCO,2,1,2,2,1,0,3,1,NA,20,NA,Taynuilt,56.42869,-5.23618,34,24.1,57,24,5.85,50000,SCO,PA1714,1,NA,NA,M,56.42869,-5.23618,1,34,,,,,
P0362,SCO,2,1,2,2,1,0,2,1,NA,20,NA,Bearsden,55.91952,-4.3345,51,19.1,48.5,18.1,4.75,100000,SCO,PA1724,NA,NA,NA,M,55.91952,-4.3345,1,51,,,,,
P0362,SCO,2,1,2,2,1,0,2,1,NA,20,NA,Bearsden,55.91952,-4.3345,51,19.1,48.5,18.1,4.75,100000,SCO,PA1722,NA,1,NA,M,55.91952,-4.3345,1,51,,,,,
P0363,SWN,2,1,2,2,1,0,0,0,NA,NA,NA,TAL,62.62647,17.67551,-91,31.9,35.4,37.4,17.9,50,SWN,PA1881,NA,NA,NA,M,62.62647,17.67551,0,0,,,,,
P0363,SWN,2,1,2,2,1,0,0,0,NA,NA,NA,TAL,62.62647,17.67551,-91,31.9,35.4,37.4,17.9,50,SWN,PA1884,NA,NA,NA,M,62.62647,17.67551,0,0,,,,,
P0364,SWN,2,1,2,2,1,0,0,0,NA,NA,NA,TAA,62.63792,17.73273,67,33.3,28.4,32.6,10.79,100,SWN,PA1887,NA,NA,NA,M,62.63792,17.73273,0,67,,,,,
P0364,SWN,2,1,2,2,1,0,0,0,NA,NA,NA,TAA,62.63792,17.73273,67,33.3,28.4,32.6,10.79,100,SWN,PA1890,NA,NA,NA,M,62.63792,17.73273,0,67,,,,,
P0365,SWN,2,1,2,2,1,0,0,0,NA,NA,NA,H�_gsj�_,62.79208,17.89834,40,23.9,39.5,27.6,14.9,200,SWN,PA1893,NA,NA,NA,M,62.79208,17.89834,0,40,,,,,
P0365,SWN,2,1,2,2,1,0,0,0,NA,NA,NA,H�_gsj�_,62.79208,17.89834,40,23.9,39.5,27.6,14.9,200,SWN,PA1896,NA,NA,NA,M,62.79208,17.89834,0,40,,,,,
P0366,SWN,2,1,4,2,1,0,4,1,NA,NA,NA,Herr,63.06645,18.31932,10,28.4,33.7,36,27.64,200,SWN,PA1899,NA,NA,NA,M,63.06645,18.31932,1,10,,,,,
P0366,SWN,2,1,4,2,1,0,4,1,NA,NA,NA,Herr,63.06645,18.31932,10,28.4,33.7,36,27.64,200,SWN,PA1902,1,NA,NA,M,63.06645,18.31932,1,10,,,,,
P0367,SWN,2,1,3,2,1,0,5,1,NA,NA,NA,Fab,63.0163,18.31755,-6,29.2,32.9,28.55,17.5,500,SWN,PA1910,NA,NA,NA,M,63.0163,18.31755,1,-6,,,,,
P0367,SWN,2,1,3,2,1,0,5,1,NA,NA,NA,Fab,63.0163,18.31755,-6,29.2,32.9,28.55,17.5,500,SWN,PA1907,NA,NA,NA,M,63.0163,18.31755,1,-6,,,,,
P0368,SWN,2,1,2,2,1,0,0,0,NA,NA,NA,Omneberget,62.95647,18.34079,72,26.6,29.9,31.2,5.48,100,SWN,PA1914,NA,NA,NA,M,62.95647,18.34079,0,72,,,,,
P0368,SWN,2,1,2,2,1,0,0,0,NA,NA,NA,Omneberget,62.95647,18.34079,72,26.6,29.9,31.2,5.48,100,SWN,PA1917,NA,NA,NA,M,62.95647,18.34079,0,72,,,,,
P0369,SWN,2,1,2,2,1,0,0,0,NA,NA,NA,Edsatter,62.91837,18.38055,42,17,45,16.7,10.65,80,SWN,PA1920,NA,NA,NA,M,62.91837,18.38055,0,42,,,,,
P0369,SWN,2,1,2,2,1,0,0,0,NA,NA,NA,Edsatter,62.91837,18.38055,42,17,45,16.7,10.65,80,SWN,PA1923,NA,NA,NA,M,62.91837,18.38055,0,42,,,,,
P0370,SWN,2,1,4,2,1,0,3,1,NA,NA,NA,Edj-2,62.9151,18.40421,1,15.5,44.5,20.3,9.8,40,SWN,PA1926,NA,NA,NA,M,62.9151,18.40421,1,1,,,,,
P0370,SWN,2,1,4,2,1,0,3,1,NA,NA,NA,Edj-2,62.9151,18.40421,1,15.5,44.5,20.3,9.8,40,SWN,PA1931,NA,NA,NA,M,62.9151,18.40421,1,1,,,,,
P0371,SWN,2,1,2,2,1,0,0,0,NA,NA,NA,Oden,62.89608,18.36596,87,18.3,33.6,20,5.7,20,SWN,PA1934,NA,NA,NA,M,62.89608,18.36596,0,87,,,,,
P0371,SWN,2,1,2,2,1,0,0,0,NA,NA,NA,Oden,62.89608,18.36596,87,18.3,33.6,20,5.7,20,SWN,PA1937,NA,NA,NA,M,62.89608,18.36596,0,87,,,,,
P0372,SWN,2,1,2,2,1,0,0,0,NA,NA,NA,Bonham,62.87939,18.44764,-3,19.4,38.2,22,7.74,1000,SWN,PA1940,NA,NA,NA,M,62.87939,18.44764,0,-3,,,,,
P0372,SWN,2,1,2,2,1,0,0,0,NA,NA,NA,Bonham,62.87939,18.44764,-3,19.4,38.2,22,7.74,1000,SWN,PA1943,NA,NA,NA,M,62.87939,18.44764,0,-3,,,,,
P0375,SWN,2,1,4,2,1,0,4,1,NA,NA,NA,Lovvik,62.80042,18.075546,-4,24.2,61.5,27.7,5.5,1000,SWN,PA1958,NA,NA,NA,M,62.80042,18.075546,1,-4,,,,,
P0375,SWN,2,1,4,2,1,0,4,1,NA,NA,NA,Lovvik,62.80042,18.075546,-4,24.2,61.5,27.7,5.5,1000,SWN,PA1961,NA,NA,NA,M,62.80042,18.075546,1,-4,,,,,
P0411,SCO,2,1,2,2,1,0,0,0,NA,20,NA,Inveraray,56.23745,-5.07286,12,22.7,48.2,22.7,20.21,100,SCO,PA1727,0,NA,NA,M,56.23745,-5.07286,0,12,,,,,
P0411,SCO,2,1,2,2,1,0,0,0,NA,20,NA,Inveraray,56.23745,-5.07286,12,22.7,48.2,22.7,20.21,100,SCO,PA1728,0,NA,NA,M,56.23745,-5.07286,0,12,,,,,
P0412,SCO,2,1,2,2,1,0,0,0,NA,20,NA,Killearn,56.04442,-4.37275,112,26.4,40.9,26.7,3.8,1000,SCO,PA1734,0,NA,NA,M,56.04442,-4.37275,0,112,,,,,
P0412,SCO,2,1,2,2,1,0,0,0,NA,20,NA,Killearn,56.04442,-4.37275,112,26.4,40.9,26.7,3.8,1000,SCO,PA1732,0,NA,NA,M,56.04442,-4.37275,0,112,,,,,
PA163,GEN,2,1,2,2,1,1,0,0,NA,20,1,Jena,50.93334,11.57273,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
PA165,GEN,2,1,2,2,1,1,0,0,NA,20,1,Osnabr�_ck Hafen,52.30192,8.02299,59,25.9,32.6,25.9,0.33,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
PA166,GEN,2,1,2,2,1,0,0,0,NA,20,1,Ovelg�_nne,53.34189,8.42052,17,30.6,34.6,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
Cullykhan Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCO,PA0683,NA,NA,NA,M,57.68499,-2.27573,0,10,,,,,
P0163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GEN,PA0812,NA,NA,NA,M,49.79628,10.34753,0,258,flowering,,,,
