Sequence_ID	Tour_ID	Site_ID	Plant_ID	HpA_plant	Albugo	Necrosis	Used_for	Host_Species	Lat	Long	HpA_site	Altitude	rndCoord.lon	rndCoord.lat	ClimateZ	Land_cov
PS0958.P122.ENS	PS0958.P122.ENS	ENS	P0122	PA0958	NA	NA	NA	SOIL		51.98942	-2.1637	NA	NA	-2.25	51.75	Cfb	140
PS0959.P122.ENS	PS0959.P122.ENS	ENS	P0122	PA0959	NA	NA	NA	SOIL		51.98942	-2.1637	NA	NA	-2.25	51.75	Cfb	140
PS0961.P123.ENS	PS0961.P123.ENS	ENS	P0123	PA0961	NA	NA	NA	SOIL		51.99802	-1.73753	NA	NA	-1.75	51.75	Cfb	110
PS0969.P124.ENS	PS0969.P124.ENS	ENS	P0124	PA0969	NA	NA	NA	SOIL		51.01181	-3.10619	NA	NA	-3.25	51.25	Cfb	110
PS0970.P124.ENS	PS0970.P124.ENS	ENS	P0124	PA0970	NA	NA	NA	SOIL		51.01181	-3.10619	NA	NA	-3.25	51.25	Cfb	140
PS0977.P125.ENS	PS0977.P125.ENS	ENS	P0125	PA0977	NA	NA	NA	SOIL		51.0066	-2.19835	NA	NA	-2.25	51.25	Cfb	140
PS0977.P125.ENS-2	PS0977.P125.ENS-2	ENS	P0125	PA0977	NA	NA	NA	SOIL		51.0066	-2.19835	NA	NA	-2.25	51.25	Cfb	190
PS0978.P125.ENS	PS0978.P125.ENS	ENS	P0125	PA0978	NA	NA	NA	SOIL		51.0066	-2.19835	NA	NA	-2.25	51.25	Cfb	190
PS0981.P126.ENS	PS0981.P126.ENS	ENS	P0126	PA0981	NA	NA	NA	SOIL		50.79885	-1.98779	NA	NA	-1.75	50.75	Cfb	120
PS0983.P126.ENS	PS0983.P126.ENS	ENS	P0126	PA0983	NA	NA	NA	SOIL		50.79885	-1.98779	NA	NA	-1.75	50.75	Cfb	120
PS0983.P126.ENS_rep	PS0983.P126.ENS_rep	ENS	P0126	PA0983	NA	NA	NA	SOIL		50.79885	-1.98779	NA	NA	-1.75	50.75	Cfb	70
PS0987.P127.ENS	PS0987.P127.ENS	ENS	P0127	PA0987	NA	NA	NA	SOIL		51.01015	-1.46641	NA	NA	-1.25	51.25	Cfb	70
PS0988.P127.ENS	PS0988.P127.ENS	ENS	P0127	PA0988	NA	NA	NA	SOIL		51.01015	-1.46641	NA	NA	-1.25	51.25	Cfb	190
PS0996.P128.ENS	PS0996.P128.ENS	ENS	P0128	PA0996	NA	NA	NA	SOIL		51.31384	-0.47081	NA	NA	-0.25	51.25	Cfb	190
PS0998.P128.ENS	PS0998.P128.ENS	ENS	P0128	PA0998	NA	NA	NA	SOIL		51.31384	-0.47081	NA	NA	-0.25	51.25	Cfb	30
PS1005.P130.ENS	PS1005.P130.ENS	ENS	P0130	PA1005	NA	NA	NA	SOIL		51.29239	0.43776	NA	NA	0.25	51.25	Cfb	30
PS1013.P131.ENS	PS1013.P131.ENS	ENS	P0131	PA1013	NA	NA	NA	SOIL		51.26886	0.53955	NA	NA	0.75	51.25	Cfb	20
PS1014.P132.ENS	PS1014.P132.ENS	ENS	P0132	PA1014	NA	NA	NA	SOIL		51.17516	0.75432	NA	NA	0.75	51.25	Cfb	120
PS1028.P134.ENS	PS1028.P134.ENS	ENS	P0134	PA1028	NA	NA	NA	SOIL		51.25483	1.02029	NA	NA	1.25	51.25	Cfb	120
PS1028.P134.ENS_rep	PS1028.P134.ENS_rep	ENS	P0134	PA1028	NA	NA	NA	SOIL		51.25483	1.02029	NA	NA	1.25	51.25	Cfb	30
PS1030.P134.ENS	PS1030.P134.ENS	ENS	P0134	PA1030	NA	NA	NA	SOIL		51.25483	1.02029	NA	NA	1.25	51.25	Cfb	30
PS1030.P134.ENS_rep	PS1030.P134.ENS_rep	ENS	P0134	PA1030	NA	NA	NA	SOIL		51.25483	1.02029	NA	NA	1.25	51.25	Cfb	190
PS1036.P135.ENS	PS1036.P135.ENS	ENS	P0135	PA1036	NA	NA	NA	SOIL		51.18385	0.93995	NA	NA	0.75	51.25	Cfb	190
PA1833	PA1833	IRE	P0290	PA1833	0	0	NA	M, P	Ath	53.03812	-9.37913	0	51	-9.25	53.25	Cfb	30
PA0001	PA0001	SPS	P0002	PA0001	0	NA	NA	M	Ath	38.04972	-5.0303	1	573	-5.25	38.25	Csa	30
PA0004	PA0004	SPS	P0002	PA0004	0	NA	NA	M	Ath	38.04972	-5.0303	1	573	-5.25	38.25	Csa	190
PA0007	PA0007	SPS	P0003	PA0007	0	NA	NA	M	Ath	38.06156	-4.38364	1	302	-4.25	38.25	Csa	190
PA0010	PA0010	SPS	P0003	PA0010	0	NA	NA	M	Ath	38.06156	-4.38364	1	302	-4.25	38.25	Csa	190
PA0013	PA0013	SPS	P0004	PA0013	0	NA	NA	M	Ath	38.05736	-4.19318	1	213	-4.25	38.25	Csa	190
PA0016	PA0016	SPS	P0004	PA0016	0	NA	NA	M	Ath	38.05736	-4.19318	1	213	-4.25	38.25	Csa	70
PA0019	PA0019	SPS	P0004	PA0019	1	NA	NA	M	Ath	38.05736	-4.19318	1	213	-4.25	38.25	Csa	70
PA0022	PA0022	SPS	P0005	PA0022	0	NA	NA	M	Ath	38.85756	-3.16225	0	764	-3.25	38.75	Csa	70
PA0025	PA0025	SPS	P0005	PA0025	0	NA	NA	M	Ath	38.85756	-3.16225	0	764	-3.25	38.75	Csa	70
PA0028	PA0028	SPS	P0006	PA0028	0	NA	NA	M	Ath	38.60214	-2.70252	1	1028	-2.75	38.75	Csa	70
PA0031	PA0031	SPS	P0006	PA0031	0	NA	NA	M	Ath	38.60214	-2.70252	1	1028	-2.75	38.75	Csa	190
PA0037	PA0037	SPS	P0007	PA0037	0	NA	NA	M	Ath	38.87524	-3.52768	0	726	-3.75	38.75	Csa	190
PA0040	PA0040	SPS	P0007	PA0040	0	NA	NA	M	Ath	38.87524	-3.52768	0	726	-3.75	38.75	Csa	190
PA0043	PA0043	SPS	P0008	PA0043	0	NA	NA	M	Ath	39.58164	-3.9288	0	969	-3.75	39.75	BSk	110
PA0046	PA0046	SPS	P0008	PA0046	0	NA	NA	M	Ath	39.58164	-3.9288	0	969	-3.75	39.75	BSk	110
PA0049	PA0049	SPS	P0009	PA0049	0	NA	NA	M	Ath	40.04818	-4.65225	1	393	-4.75	40.25	Csb	110
PA0052	PA0052	SPS	P0009	PA0052	0	NA	NA	M	Ath	40.04818	-4.65225	1	393	-4.75	40.25	Csb	110
PA0057	PA0057	SPS	P0010	PA0057	0	NA	NA	M	Ath	39.72536	-5.74385	0	451	-5.75	39.75	Csa	110
PA0060	PA0060	SPS	P0010	PA0060	0	NA	NA	M	Ath	39.72536	-5.74385	0	451	-5.75	39.75	Csa	110
PA0063	PA0063	SPS	P0011	PA0063	0	NA	NA	M	Ath	39.39484	-5.78286	1	577	-5.75	39.25	Csa	110
PA0066	PA0066	SPS	P0011	PA0066	0	NA	NA	M	Ath	39.39484	-5.78286	1	577	-5.75	39.25	Csa	110
PA0072	PA0072	SPS	P0012	PA0072	0	NA	NA	M	Ath	39.25705	-6.03331	0	449	-6.25	39.25	Csa	190
PA0075	PA0075	SPS	P0012	PA0075	0	NA	NA	M	Ath	39.25705	-6.03331	0	449	-6.25	39.25	Csa	190
PA0078	PA0078	SPS	P0013	PA0078	0	NA	NA	M	Ath	39.22976	-6.07479	0	536	-6.25	39.25	Csa	120
PA0081	PA0081	SPS	P0013	PA0081	0	NA	NA	M	Ath	39.22976	-6.07479	0	536	-6.25	39.25	Csa	120
PA0084	PA0084	SPS	P0014	PA0084	0	NA	NA	M	Ath	38.19125	-6.23774	0	520	-6.25	38.25	Csa	120
PA0087	PA0087	SPS	P0014	PA0087	0	NA	NA	M	Ath	38.19125	-6.23774	0	520	-6.25	38.25	Csa	190
PA0093	PA0093	ITA	P0015	PA0093	0	0	0	M	Ath	37.16769	14.7722	0	668	14.75	37.25	Csa	190
PA0095	PA0095	ITA	P0015	PA0095	0	0	0	M	Ath	37.16769	14.7722	0	668	14.75	37.25	Csa	50
PA0098	PA0098	ITA	P0016	PA0098	0	0	0	M	Ath	37.68949	15.09558	0	723	15.25	37.75	Csa	50
PA0101	PA0101	ITA	P0016	PA0101	0	0	0	M	Ath	37.68949	15.09558	0	723	15.25	37.75	Csa	14
PA0105	PA0105	ITA	P0017	PA0105	0	0	NA	M	Ath	38.45387	16.03774	1	104	16.25	38.25	Csa	14
PA0106	PA0106	ITA	P0017	PA0106	0	0	NA	M	Ath	38.45387	16.03774	1	104	16.25	38.25	Csa	120
PA0110	PA0110	ITA	P0018	PA0110	0	0	0	M	Ath	38.43949	16.13289	1	403	16.25	38.25	Csa	120
PA0113	PA0113	ITA	P0018	PA0113	0	0	0	M	Ath	38.43949	16.13289	1	403	16.25	38.25	Csa	190
PA0117	PA0117	ITA	P0019	PA0117	0	0	NA	M	Ath	38.61867	16.17022	0	269	16.25	38.75	Csa	190
PA0118	PA0118	ITA	P0019	PA0118	0	0	NA	M	Ath	38.61867	16.17022	0	269	16.25	38.75	Csa	190
PA0120	PA0120	ITA	P0020	PA0120	0	NA	NA	M	Ath	38.76024	16.23519	1	22	16.25	38.75	Csa	190
PA0122	PA0122	ITA	P0020	PA0122	0	NA	NA	M	Ath	38.76024	16.23519	1	22	16.25	38.75	Csa	20
PA0134	PA0134	ITA	P0021	PA0134	1	NA	NA	M	Ath	38.96973	16.3407	1	325	16.25	38.75	Csa	20
PA0135	PA0135	ITA	P0021	PA0135	1	NA	NA	M	Ath	38.96973	16.3407	1	325	16.25	38.75	Csa	20
PA0141	PA0141	ITA	P0022	PA0141	0	NA	NA	M	Ath	39.12925	16.16778	1	421	16.25	39.25	Csa	20
PA0142	PA0142	ITA	P0022	PA0142	0	NA	NA	M	Ath	39.12925	16.16778	1	421	16.25	39.25	Csa	14
PA0150	PA0150	ITA	P0023	PA0150	0	NA	NA	M	Ath	39.26974	16.27086	1	438	16.25	39.25	Csa	14
PA0151	PA0151	ITA	P0023	PA0151	0	NA	NA	M	Ath	39.26974	16.27086	1	438	16.25	39.25	Csa	190
PA0160	PA0160	ITA	P0024	PA0160	0	NA	NA	M	Ath	39.48333	16.2784	1	180	16.25	39.25	Csa	190
PA0161	PA0161	ITA	P0024	PA0161	1	NA	NA	M	Ath	39.48333	16.2784	1	180	16.25	39.25	Csa	190
PA0170	PA0170	SPB	P0049	PA0170	NA	NA	NA	M	Ath	41.49955	2.25038	0	215	2.25	41.25	Csa	190
PA0174	PA0174	SPB	P0050	PA0174	NA	NA	NA	M	Ath	41.54554	2.39065	0	139	2.25	41.75	Cfb	190
PA0177	PA0177	SPB	P0050	PA0177	NA	NA	NA	M	Ath	41.54554	2.39065	0	139	2.25	41.75	Cfb	190
PA0179	PA0179	SPB	P0051	PA0179	NA	NA	NA	M	Ath	41.5901	2.48788	0	311	2.25	41.75	Cfb	190
PA0183	PA0183	SPB	P0051	PA0183	NA	NA	NA	M	Ath	41.5901	2.48788	0	311	2.25	41.75	Cfb	190
PA0186	PA0186	SPB	P0052	PA0186	NA	NA	NA	M	Ath	41.68125	2.80026	1	52	2.75	41.75	Cfa	110
PA0187	PA0187	SPB	P0052	PA0187	NA	NA	NA	M	Ath	41.68125	2.80026	1	52	2.75	41.75	Cfa	110
PA0192	PA0192	SPB	P0053	PA0192	NA	NA	1	M	Ath	41.72021	2.93283	0	2	2.75	41.75	Cfa	110
PA0195	PA0195	SPB	P0053	PA0195	NA	NA	NA	M	Ath	41.72021	2.93283	0	2	2.75	41.75	Cfa	190
PA0197	PA0197	SPB	P0054	PA0197	NA	NA	NA	M	Ath	41.72473	2.92705	1	1	2.75	41.75	Cfa	190
PA0198	PA0198	SPB	P0054	PA0198	NA	NA	NA	M	Ath	41.72473	2.92705	1	1	2.75	41.75	Cfa	190
PA0203	PA0203	SPB	P0055	PA0203	NA	NA	NA	M	Ath	41.72872	2.9077	1	13	2.75	41.75	Cfa	190
PA0205	PA0205	SPB	P0055	PA0205	NA	NA	NA	M	Ath	41.72872	2.9077	1	13	2.75	41.75	Cfa	190
PA0212	PA0212	SPB	P0056	PA0212	NA	NA	NA	M	Ath	41.81333	2.89628	0	131	2.75	41.75	Cfa	190
PA0214	PA0214	SPB	P0056	PA0214	NA	NA	NA	M	Ath	41.81333	2.89628	0	131	2.75	41.75	Cfa	190
PA0219	PA0219	SPB	P0057	PA0219	NA	NA	NA	M	Ath	41.98849	2.76073	0	92	2.75	41.75	Cfa	190
PA0221	PA0221	SPB	P0057	PA0221	NA	NA	NA	M	Ath	41.98849	2.76073	0	92	2.75	41.75	Cfa	110
PA0226	PA0226	SPB	P0058	PA0226	NA	NA	NA	M	Ath	41.76004	2.69002	0	58	2.75	41.75	Cfa	110
PA0227	PA0227	SPB	P0058	PA0227	NA	NA	NA	M	Ath	41.76004	2.69002	0	58	2.75	41.75	Cfa	140
PA0232	PA0232	SPB	P0059	PA0232	NA	NA	NA	M	Ath	41.78333	2.56798	0	257	2.75	41.75	Cfa	140
PA0234	PA0234	ITA	P0025	PA0234	0	NA	NA	M	Ath	40.34001	16.72877	1	44	16.75	40.25	Csa	120
PA0236	PA0236	ITA	P0025	PA0236	0	NA	NA	M	Ath	40.34001	16.72877	1	44	16.75	40.25	Csa	120
PA0240	PA0240	ITA	P0026	PA0240	0	NA	NA	M	Ath	40.18058	16.44843	1	126	16.25	40.25	Csa	120
PA0243	PA0243	ITA	P0026	PA0243	0	NA	NA	M	Ath	40.18058	16.44843	1	126	16.25	40.25	Csa	120
PA0246	PA0246	ITA	P0028	PA0246	0	NA	NA	M	Ath	40.67525	14.86878	0	70	14.75	40.75	Csa	140
PA0249	PA0249	ITA	P0028	PA0249	0	1	NA	M	Ath	40.67525	14.86878	0	70	14.75	40.75	Csa	140
PA0252	PA0252	ITA	P0029	PA0252	0	NA	NA	M	Ath	40.83693	14.57942	1	53	14.75	40.75	Csa	140
PA0255	PA0255	ITA	P0029	PA0255	0	NA	NA	M	Ath	40.83693	14.57942	1	53	14.75	40.75	Csa	140
PA0258	PA0258	ITA	P0030	PA0258	0	NA	NA	M	Ath	41.17051	14.17522	1	55	14.25	41.25	Csa	140
PA0261	PA0261	ITA	P0030	PA0261	0	NA	NA	M	Ath	41.17051	14.17522	1	55	14.25	41.25	Csa	190
PA0264	PA0264	ITA	P0031	PA0264	0	NA	NA	M	Ath	41.42244	13.77876	0	34	13.75	41.25	Csa	190
PA0266	PA0266	ITA	P0031	PA0266	0	NA	NA	M	Ath	41.42244	13.77876	0	34	13.75	41.25	Csa	190
PA0270	PA0270	ITA	P0032	PA0270	0	NA	NA	M	Ath	41.61725	12.8714	0	96	12.75	41.75	Csa	190
PA0273	PA0273	ITA	P0032	PA0273	0	NA	NA	M	Ath	41.61725	12.8714	0	96	12.75	41.75	Csa	190
PA0275	PA0275	ITA	P0033	PA0275	0	NA	NA	M	Ath	42.00249	12.09421	0	66	12.25	42.25	Csa	190
PA0276	PA0276	ITA	P0033	PA0276	0	NA	NA	M	Ath	42.00249	12.09421	0	66	12.25	42.25	Csa	190
PA0282	PA0282	FRS	P0060	PA0282	0	0	0	M	Ath	43.96732	4.23756	0	69	4.25	43.75	Csa	190
PA0283	PA0283	FRS	P0060	PA0283	0	0	0	M	Ath	43.96732	4.23756	0	69	4.25	43.75	Csa	20
PA0285	PA0285	FRS	P0061	PA0285	0	0	0	M	Ath	43.97561	4.20833	1	94	4.25	43.75	Csa	20
PA0290	PA0290	FRS	P0061	PA0290	0	0	0	M	Ath	43.97561	4.20833	1	94	4.25	43.75	Csa	110
PA0291	PA0291	FRS	P0062	PA0291	0	0	0	M	Ath	43.91103	4.00467	0	88	4.25	43.75	Csa	110
PA0292	PA0292	FRS	P0062	PA0292	0	0	0	M	Ath	43.91103	4.00467	0	88	4.25	43.75	Csa	190
PA0295	PA0295	FRS	P0063	PA0295	0	0	0	M	Ath	43.84925	4.02346	0	125	4.25	43.75	Csa	190
PA0297	PA0297	FRS	P0063	PA0297	0	0	0	M	Ath	43.84925	4.02346	0	125	4.25	43.75	Csa	20
PA0300	PA0300	FRS	P0064	PA0300	0	0	0	M	Ath	43.83829	3.70065	0	180	3.75	43.75	Csa	20
PA0302	PA0302	FRS	P0064	PA0302	0	0	0	M	Ath	43.83829	3.70065	0	180	3.75	43.75	Csa	20
PA0303	PA0303	FRS	P0065	PA0303	0	0	0	M	Ath	43.56131	3.82113	0	27	3.75	43.75	Csa	20
PA0305	PA0305	FRS	P0065	PA0305	0	0	0	M	Ath	43.56131	3.82113	0	27	3.75	43.75	Csa	20
PA0311	PA0311	FRS	P0066	PA0311	0	0	0	M	Ath	44.64323	2.56623	0	252	2.75	44.75	Cfb	20
PA0314	PA0314	FRS	P0066	PA0314	0	0	0	M	Ath	44.64323	2.56623	0	252	2.75	44.75	Cfb	20
PA0317	PA0317	FRS	P0067	PA0317	0	0	0	M	Ath	44.99942	1.30068	1	239	1.25	44.75	Cfb	20
PA0318	PA0318	FRS	P0067	PA0318	0	0	0	M	Ath	44.99942	1.30068	1	239	1.25	44.75	Cfb	20
PA0321	PA0321	FRS	P0068	PA0321	0	0	0	M	Ath	45.00064	1.74917	1	132	1.75	45.25	Cfb	20
PA0322	PA0322	FRS	P0068	PA0322	0	0	0	M	Ath	45.00064	1.74917	1	132	1.75	45.25	Cfb	20
PA0328	PA0328	FRS	P0069	PA0328	0	0	0	M	Ath	45.26641	1.48244	0	258	1.25	45.25	Cfb	20
PA0329	PA0329	FRS	P0069	PA0329	0	0	0	M	Ath	45.26641	1.48244	0	258	1.25	45.25	Cfb	20
PA0332	PA0332	FRS	P0071	PA0332	0	0	0	M	Ath	45.19445	4.95468	0	233	4.75	45.25	Cfb	14
PA0335	PA0335	FRS	P0071	PA0335	0	0	0	M	Ath	45.19445	4.95468	0	233	4.75	45.25	Cfb	14
PA0337	PA0337	SPC	P0097	PA0337	0	0	0	M	Ath	42.1047	-5.44507	0	738	-5.25	42.25	Csb	14
PA0339	PA0339	SPC	P0097	PA0339	0	0	0	M	Ath	42.1047	-5.44507	0	738	-5.25	42.25	Csb	14
PA0343	PA0343	SPC	P0099	PA0343	0	0	0	M	Ath	40.41881	-4.64537	0	750	-4.75	40.25	Csb	20
PA0344	PA0344	SPC	P0099	PA0344	0	0	0	M	Ath	40.41881	-4.64537	0	750	-4.75	40.25	Csb	20
PA0347	PA0347	SPC	P0101	PA0347	0	0	0	M	Ath	40.45935	-3.75122	0	602	-3.75	40.25	Csa	20
PA0352	PA0352	SPC	P0101	PA0352	0	0	0	M	Ath	40.45935	-3.75122	0	602	-3.75	40.25	Csa	20
PA0353	PA0353	SPC	P0098	PA0353	0	0	0	M	Ath	40.5131	-3.89824	0	718	-3.75	40.75	Csb	14
PA0356	PA0356	SPC	P0098	PA0356	0	0	0	M	Ath	40.5131	-3.89824	0	718	-3.75	40.75	Csb	14
PA0361	PA0361	SPC	P0100	PA0361	0	0	0	M	Ath	40.56675	-3.88946	0	697	-3.75	40.75	Csb	14
PA0364	PA0364	SPC	P0100	PA0364	0	0	0	M	Ath	40.56675	-3.88946	0	697	-3.75	40.75	Csb	14
PA0367	PA0367	SPC	P0102	PA0367	0	0	0	M	Ath	40.59248	-3.91508	0	926	-3.75	40.75	Csb	20
PA0370	PA0370	SPC	P0102	PA0370	0	0	0	M	Ath	40.59248	-3.91508	0	926	-3.75	40.75	Csb	20
PA0373	PA0373	SPC	P0103	PA0373	0	0	0	M	Ath	40.60939	-4.11795	0	962	-4.25	40.75	Csb	20
PA0376	PA0376	SPC	P0103	PA0376	0	0	0	M	Ath	40.60939	-4.11795	0	962	-4.25	40.75	Csb	20
PA0379	PA0379	SPC	P0104	PA0379	0	1	0	M	Ath	40.58862	-4.14671	0	1088	-4.25	40.75	Csb	20
PA0382	PA0382	SPC	P0104	PA0382	0	1	0	M	Ath	40.58862	-4.14671	0	1088	-4.25	40.75	Csb	190
PA0385	PA0385	SPC	P0105	PA0385	0	1	1	M	Ath	40.56807	-4.15252	0	1051	-4.25	40.75	Csb	190
PA0388	PA0388	SPC	P0105	PA0388	0	1	0	M	Ath	40.56807	-4.15252	0	1051	-4.25	40.75	Csb	190
PA0391	PA0391	SPC	P0106	PA0391	0	0	0	M	Ath	40.55175	-4.19489	0	1231	-4.25	40.75	Csb	190
PA0394	PA0394	SPC	P0106	PA0394	0	0	0	M	Ath	40.55175	-4.19489	0	1231	-4.25	40.75	Csb	120
PA0397	PA0397	SPC	P0107	PA0397	0	0	0	M	Ath	40.73847	-3.89804	0	1121	-3.75	40.75	Csb	120
PA0400	PA0400	SPC	P0107	PA0400	0	0	0	M	Ath	40.73847	-3.89804	0	1121	-3.75	40.75	Csb	120
PA0403	PA0403	SPC	P0108	PA0403	0	0	0	M	Ath	40.75114	-3.9934	0	1367	-3.75	40.75	Csb	120
PA0406	PA0406	SPC	P0108	PA0406	0	0	0	M	Ath	40.75114	-3.9934	0	1367	-3.75	40.75	Csb	140
PA0409	PA0409	SPC	P0109	PA0409	0	0	0	M	Ath	40.73706	-4.0691	0	1181	-4.25	40.75	Csb	140
PA0412	PA0412	SPC	P0109	PA0412	0	0	0	M	Ath	40.73706	-4.0691	0	1181	-4.25	40.75	Csb	140
PA0415	PA0415	SPC	P0110	PA0415	0	0	0	M	Ath	40.72716	-4.2752	0	1146	-4.25	40.75	Csb	140
PA0418	PA0418	SPC	P0110	PA0418	0	0	0	M	Ath	40.72716	-4.2752	0	1146	-4.25	40.75	Csb	180
PA0421	PA0421	SPC	P0111	PA0421	0	0	0	M	Ath	40.86933	-4.4965	0	974	-4.25	40.75	Csb	140
PA0424	PA0424	SPC	P0111	PA0424	0	0	0	M	Ath	40.86933	-4.4965	0	974	-4.25	40.75	Csb	140
PA0435	PA0435	FRS	P0072	PA0435	0	0	0	M	Ath	45.53347	4.85027	0	266	4.75	45.75	Cfb	120
PA0436	PA0436	FRS	P0072	PA0436	0	0	0	M	Ath	45.53347	4.85027	0	266	4.75	45.75	Cfb	120
PA0438	PA0438	FRS	P0114	PA0438	0	0	0	M	Ath	45.75071	4.71562	0	287	4.75	45.75	Cfb	120
PA0439	PA0439	FRS	P0114	PA0439	0	0	0	M	Ath	45.75071	4.71562	0	287	4.75	45.75	Cfb	120
PA0446	PA0446	FRS	P0115	PA0446	0	0	0	M	Ath	46.68193	4.08302	0	320	4.25	46.75	Cfb	140
PA0447	PA0447	FRS	P0116	PA0447	0	0	0	M	Ath	46.60396	4.29953	0	268	4.25	46.75	Cfb	140
PA0449	PA0449	FRS	P0116	PA0449	0	0	0	M	Ath	46.60396	4.29953	0	268	4.25	46.75	Cfb	190
PA0453	PA0453	AAG	P0117	PA0453	0	0	NA	M	Ath	42.09429	42.5108	0	49	42.75	42.25	Cfa	190
PA0455	PA0455	AAG	P0118	PA0455	0	0	NA	M	Ath	42.32096	42.40599	0	102	42.25	42.25	Cfa	190
PA0460	PA0460	GES	P0119	PA0460	0	0	NA	M	Ath	48.52938	9.05863	1	357	9.25	48.75	Cfb	110
PA0462	PA0462	GES	P0119	PA0462	0	0	NA	M	Ath	48.52938	9.05863	1	357	9.25	48.75	Cfb	110
PA0464	PA0464	GEN	P0073	PA0464	NA	NA	NA	M	Ath	50.29125	7.26436	1	311	7.25	50.25	Cfb	110
PA0469	PA0469	GEN	P0073	PA0469	NA	NA	NA	M	Ath	50.29125	7.26436	1	311	7.25	50.25	Cfb	110
PA0472	PA0472	GEN	P0074	PA0472	NA	NA	NA	M	Ath	50.38839	8.06598	1	144	8.25	50.25	Cfb	140
PA0473	PA0473	GEN	P0074	PA0473	NA	NA	NA	M	Ath	50.38839	8.06598	1	144	8.25	50.25	Cfb	140
PA0479	PA0479	GEN	P0075	PA0479	NA	NA	NA	M	Ath	50.0905	8.56435	1	83	8.75	50.25	Cfb	140
PA0480	PA0480	GEN	P0075	PA0480	NA	NA	NA	M	Ath	50.0905	8.56435	1	83	8.75	50.25	Cfb	140
PA0484	PA0484	GEN	P0160	PA0484	NA	NA	NA	M	Ath	52.58358	13.13688	0	19	13.25	52.75	Cfb	110
PA0485	PA0485	GEN	P0160	PA0485	NA	NA	NA	M	Ath	52.58358	13.13688	0	19	13.25	52.75	Cfb	110
PA0492	PA0492	GEN	P0159	PA0492	0	NA	NA	M	Ath	53.45987	11.66125	0	31	11.75	53.25	Cfb	110
PA0493	PA0493	GEN	P0159	PA0493	0	NA	NA	M	Ath	53.45987	11.66125	0	31	11.75	53.25	Cfb	110
PA0498	PA0498	CSA	P0076	PA0498	0	0	0	M	Ath	48.21421	13.5169	1	444	13.75	48.25	Cfb	140
PA0501	PA0501	CSA	P0076	PA0501	0	0	1	M	Ath	48.21421	13.5169	1	444	13.75	48.25	Cfb	140
PA0504	PA0504	CSA	P0077	PA0504	0	0	0	M	Ath	48.19236	13.38836	1	471	13.25	48.25	Cfb	140
PA0505	PA0505	AAG	P0034	PA0505	0	1	0	M	Ath	38.97878	48.55923	0	93	48.75	38.75	Csa	140
PA0506	PA0506	AAG	P0034	PA0506	0	1	0	M	Ath	38.97878	48.55923	0	93	48.75	38.75	Csa	190
PA0513	PA0513	AAG	P0035	PA0513	0	0	NA	M	Ath	38.97427	48.55284	1	94	48.75	38.75	Csa	190
PA0514	PA0514	AAG	P0035	PA0514	0	0	NA	M	Ath	38.97427	48.55284	1	94	48.75	38.75	Csa	190
PA0521	PA0521	AAG	P0037	PA0521	0	NA	NA	M	Ath	38.74044	48.61248	1	278	48.75	38.75	Csa	190
PA0523	PA0523	AAG	P0037	PA0523	0	NA	NA	M	Ath	38.74044	48.61248	1	278	48.75	38.75	Csa	140
PA0529	PA0529	AAG	P0038	PA0529	0	NA	NA	M	Ath	38.78307	48.55154	1	400	48.75	38.75	Csa	140
PA0531	PA0531	AAG	P0038	PA0531	0	NA	NA	M	Ath	38.78307	48.55154	1	400	48.75	38.75	Csa	140
PA0535	PA0535	AAG	P0039	PA0535	0	NA	NA	M	Ath	38.65625	48.80046	1	25	48.75	38.75	Csa	140
PA0537	PA0537	AAG	P0039	PA0537	0	NA	NA	M	Ath	38.65625	48.80046	1	25	48.75	38.75	Csa	110
PA0543	PA0543	AAG	P0040	PA0543	0	NA	NA	M	Ath	38.88007	48.81895	0	-30	48.75	38.75	Csa	110
PA0545	PA0545	AAG	P0040	PA0545	0	NA	NA	M	Ath	38.88007	48.81895	0	-30	48.75	38.75	Csa	110
PA0550	PA0550	AAG	P0043	PA0550	0	0	NA	M	Ath	41.84047	46.28331	1	549	46.25	41.75	Dfb	110
PA0555	PA0555	AAG	P0043	PA0555	0	1	NA	M	Ath	41.84047	46.28331	1	549	46.25	41.75	Dfb	110
PA0557	PA0557	AAG	P0042	PA0557	0	0	NA	M	Ath	41.82686	46.28318	0	479	46.25	41.75	Dfb	110
PA0560	PA0560	AAG	P0042	PA0560	0	0	NA	M	Ath	41.82686	46.28318	0	479	46.25	41.75	Dfb	110
PA0569	PA0569	AAG	P0044	PA0569	0	0	NA	M	Ath	41.79564	43.46844	0	1279	43.25	41.75	Dfb	110
PA0570	PA0570	AAG	P0044	PA0570	0	0	NA	M	Ath	41.79564	43.46844	0	1279	43.25	41.75	Dfb	110
PA0575	PA0575	AAG	P0045	PA0575	0	NA	NA	M	Ath	42.078	43.47482	0	794	43.25	42.25	Cfb	110
PA0576	PA0576	AAG	P0045	PA0576	0	NA	NA	M	Ath	42.078	43.47482	0	794	43.25	42.25	Cfb	110
PA0577	PA0577	AAG	P0046	PA0577	0	NA	NA	M	Ath	42.09771	43.40454	1	465	43.25	42.25	Cfb	180
PA0581	PA0581	AAG	P0046	PA0581	0	NA	NA	M	Ath	42.09771	43.40454	1	465	43.25	42.25	Cfb	180
