#OTU ID	taxonomy
seq_18313	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18314	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18315	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18316	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18317	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18318	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18319	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18320	Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18321	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18322	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18323	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18324	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18325	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18326	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18327	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18328	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18329	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18330	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18331	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18332	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18333	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18334	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18335	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18336	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18337	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18338	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18339	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18340	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18341	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18342	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18343	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18344	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18345	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18346	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18347	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18348	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18349	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18350	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18351	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18352	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18353	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18354	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18355	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18356	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18357	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18358	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18359	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18360	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18361	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18362	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18363	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18364	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18365	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18366	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18367	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18368	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18369	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18370	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18371	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18372	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18373	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18374	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18375	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18376	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18377	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18378	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18379	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18380	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18381	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18382	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18383	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18384	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18385	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18386	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18387	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18388	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18389	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18390	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18391	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18392	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18393	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18394	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18395	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18396	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18397	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18398	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18399	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18400	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18401	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18402	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18403	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18404	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18405	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18406	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18407	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18408	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18409	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18410	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18411	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18412	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18413	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18414	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18415	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18416	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18417	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18418	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18419	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18420	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18421	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18422	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18423	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18424	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18425	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18426	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18427	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18428	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18429	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18430	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18431	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18432	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18433	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18434	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18435	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18436	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18437	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18438	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18439	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18440	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18441	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18442	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18443	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18444	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18445	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18446	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18447	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18448	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18449	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18450	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18451	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18452	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18453	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18454	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18455	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18456	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18457	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18458	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18459	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18460	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18461	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18462	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18463	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18464	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18465	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18466	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18467	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18468	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18469	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18470	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18471	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18472	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18473	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18474	Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18475	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18476	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18477	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18478	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18479	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18480	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18481	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18482	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18483	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18484	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18485	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18486	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18487	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18488	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18489	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18490	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18491	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18492	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18493	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18494	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18495	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18496	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18497	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18498	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18499	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18500	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18501	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18502	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18503	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18504	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18505	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18506	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18507	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18508	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18509	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18510	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18511	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18512	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18513	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18514	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18515	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18516	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18517	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18518	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18519	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18520	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18521	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18522	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18523	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18524	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18525	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18526	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18527	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18528	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18529	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18530	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18531	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18532	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18533	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18534	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18535	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18536	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18537	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18538	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18539	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18540	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18541	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18542	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18543	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18544	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18545	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18546	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18547	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18548	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18549	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18550	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18551	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18552	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18553	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18554	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18555	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18556	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18557	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18558	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18559	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18560	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18561	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18562	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18563	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18564	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18565	Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18566	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18567	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18568	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18569	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18570	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18571	Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18572	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18573	Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18574	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18575	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18576	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18577	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18578	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18579	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18580	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18581	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18582	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18583	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18584	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18585	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18586	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18587	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18588	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18589	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18590	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18591	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18592	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18593	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18594	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18595	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18596	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18597	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18598	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18599	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18600	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18601	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18602	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18603	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18604	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18605	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18606	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18607	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18608	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18609	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18610	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18611	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18612	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18613	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18614	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18615	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_18616	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18617	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18618	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_18619	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
